,SIDM00680,SIDM00571,SIDM00301,SIDM01062,SIDM00943,SIDM00870,SIDM01037,SIDM01188,SIDM01002,SIDM00833,SIDM00562,SIDM00534,SIDM00789,SIDM00371,SIDM00633,SIDM00928,SIDM00630,SIDM00776,SIDM00670,SIDM00217,SIDM01186,SIDM00950,SIDM00879,SIDM00488,SIDM00136,SIDM00934,SIDM00193,SIDM01138,SIDM00834,SIDM00469,SIDM00839,SIDM00359,SIDM00537,SIDM00214,SIDM00841,SIDM00531,SIDM00148,SIDM00954,SIDM01135,SIDM01165,SIDM00541,SIDM00216,SIDM00772,SIDM00629,SIDM00874,SIDM00826,SIDM00487,SIDM00812,SIDM00957,SIDM01233,SIDM00272,SIDM00241,SIDM00881,SIDM01137,SIDM00533,SIDM00782,SIDM00971,SIDM00940,SIDM00097,SIDM00777,SIDM00582,SIDM00146,SIDM00835,SIDM00664,SIDM00673,SIDM00898,SIDM00529,SIDM00132,SIDM00933,SIDM00130,SIDM01042,SIDM00282,SIDM00885,SIDM01197,SIDM00122,SIDM01096,SIDM00628,SIDM00053,SIDM00944,SIDM00527,SIDM00049,SIDM00832,SIDM00631,SIDM00135,SIDM00882,SIDM00872,SIDM00583,SIDM01187,SIDM00774,SIDM00781,SIDM00842,SIDM00505,SIDM00884,SIDM00042,SIDM00677,SIDM00893,SIDM00899,SIDM00411,SIDM00837,SIDM00875,SIDM00118,SIDM00681,SIDM00866,SIDM00498,SIDM00963,SIDM00877,SIDM01056,SIDM00892,SIDM00150,SIDM00660,SIDM00778,SIDM01139,SIDM00528,SIDM01090,SIDM00455,SIDM00779,SIDM00783,SIDM00675,SIDM00878,SIDM01001,SIDM00938,SIDM01136,SIDM00332,SIDM00453,SIDM00920
SIDM00146,0.919915,0.92019933,0.92006195,0.9243889,0.9276433,0.9177184,0.9268565,0.8990583,0.9271243,0.90408343,0.9196335,0.9274242,0.92715937,0.92095923,0.91530323,0.9356207,0.9114039,0.92760855,0.91896766,0.9180203,0.9141978,0.91783327,0.889668,0.9146774,0.9234038,0.92264146,0.93192977,0.9382597,0.91202456,0.9203834,0.9192999,0.921673,0.9207459,0.92455584,0.9129049,0.93588686,0.9109046,0.89765537,0.93092525,0.93241674,0.9189935,0.92526954,0.9267146,0.9137227,0.9169218,0.9138535,0.9273521,0.92202675,0.9166437,0.8991523,0.92450464,0.9139761,0.8990389,0.9370844,0.9307162,0.9336805,0.92585397,0.9146774,0.91331404,0.9233978,0.9239472,1.0,0.9143064,0.9122801,0.91924417,0.91262496,0.8834018,0.926085,0.89772093,0.92568976,0.9122198,0.9229966,0.9007636,0.9113009,0.9088662,0.92606264,0.92238915,0.9026917,0.91841024,0.8976545,0.9212647,0.93081313,0.90150905,0.9043679,0.90586054,0.9157614,0.9085549,0.90899515,0.9154889,0.89597005,0.88637626,0.923445,0.9109472,0.911921,0.92335707,0.91146654,0.9205728,0.91407603,0.9162509,0.9124819,0.92248666,0.9096425,0.9096735,0.9258179,0.9206724,0.8944417,0.91582465,0.9177864,0.90788686,0.92494345,0.9201401,0.93347836,0.9239169,0.9228844,0.9296062,0.8838555,0.92351997,0.8903211,0.9090242,0.8764761,0.92293537,0.9317925,0.89893794,0.9277854,0.9204049
SIDM00835,0.9191239,0.91191375,0.9077457,0.91531014,0.91905975,0.9086984,0.91596985,0.893852,0.9162987,0.91175634,0.91210353,0.92533046,0.92326206,0.92015606,0.9082639,0.92292786,0.90366375,0.91791433,0.9112055,0.91027164,0.9064954,0.9063319,0.88203514,0.91140187,0.92278534,0.914823,0.92810184,0.9249732,0.9166143,0.90779227,0.91208106,0.91844255,0.9186222,0.9187498,0.9088241,0.92508894,0.90215003,0.89275205,0.91875315,0.91581506,0.9201743,0.9190062,0.9173398,0.90158564,0.9081728,0.9128197,0.9218068,0.91418505,0.9095987,0.8991327,0.9128964,0.908834,0.8915003,0.9252153,0.91811955,0.92590296,0.9187439,0.90075773,0.90400356,0.91879594,0.9144241,0.9143064,1.0,0.9009334,0.91032016,0.9048365,0.87249833,0.91622174,0.8881129,0.9158729,0.9083728,0.91547626,0.89478827,0.9146547,0.89564383,0.9189377,0.91073394,0.9053779,0.91188097,0.8895226,0.92133516,0.92756915,0.8977607,0.891061,0.898256,0.9060458,0.8997079,0.90767556,0.9056667,0.8933408,0.88254505,0.909868,0.89813966,0.91162646,0.9233316,0.9020981,0.91816014,0.9112812,0.9157619,0.9069773,0.92198443,0.9074507,0.90017444,0.9257423,0.9111278,0.886445,0.9066398,0.90993696,0.9003619,0.91606736,0.91183025,0.9224613,0.91763246,0.913825,0.9173448,0.87714165,0.91702193,0.88137454,0.8994958,0.8703035,0.9130787,0.9201638,0.8960532,0.91130775,0.9100834
SIDM00664,0.9054608,0.90711474,0.9050454,0.90829265,0.91218585,0.90278643,0.9095336,0.88856894,0.90931886,0.8932748,0.90382814,0.91067773,0.90991163,0.90741175,0.9010409,0.91541994,0.8984952,0.9108505,0.9070164,0.9042167,0.9001078,0.90714645,0.8803265,0.9015295,0.9087886,0.9075233,0.9138766,0.91804326,0.89798695,0.90582097,0.90494245,0.907302,0.9056686,0.90955627,0.9000752,0.916974,0.8976134,0.88604945,0.9127496,0.9150374,0.9041999,0.908574,0.9100075,0.89946836,0.9040543,0.9007085,0.91050994,0.90658855,0.9031037,0.88790745,0.90799206,0.8991386,0.8871218,0.91815275,0.91213167,0.9153004,0.90890366,0.8992216,0.89979607,0.9081121,0.909873,0.9122801,0.9009334,1.0,0.9063849,0.8993632,0.87295455,0.9146185,0.88771844,0.91014427,0.8987707,0.907076,0.8882759,0.8993498,0.8951913,0.90984267,0.90653545,0.89209217,0.9036489,0.8863339,0.9060773,0.91303104,0.8891857,0.8902318,0.89328325,0.9029707,0.8954619,0.8957573,0.90095735,0.8864956,0.8770368,0.9077083,0.89746726,0.8994795,0.90862364,0.898172,0.90790117,0.9007443,0.9022033,0.90033275,0.90804607,0.8970211,0.8967817,0.9104864,0.90519035,0.88283986,0.90062225,0.903602,0.8952154,0.90896845,0.90570813,0.9153642,0.90726954,0.90623444,0.9136186,0.8749183,0.9076007,0.8790538,0.89614165,0.8671028,0.90626276,0.9135766,0.88709986,0.9098577,0.90491134
SIDM00673,0.91606176,0.9141693,0.91330916,0.9191343,0.9231226,0.915749,0.91869867,0.8959652,0.92141545,0.90218174,0.91423976,0.92168117,0.9209394,0.91468316,0.91228855,0.9286446,0.90867907,0.92014563,0.91613793,0.9128449,0.9123521,0.91082025,0.8891161,0.9100823,0.91929406,0.9185557,0.9256134,0.9283111,0.9074942,0.9108332,0.91480654,0.9170455,0.91638285,0.9203652,0.9067866,0.9292823,0.9079756,0.8956068,0.9234396,0.92060095,0.91443187,0.9195761,0.921659,0.9063585,0.91680443,0.91054684,0.92185223,0.91496307,0.91269445,0.8946905,0.9206602,0.9108881,0.89706844,0.9288224,0.9220481,0.92747325,0.9211636,0.90541315,0.9101759,0.91860604,0.91971505,0.91924417,0.91032016,0.9063849,1.0,0.91030777,0.8777369,0.9204318,0.89361614,0.9200074,0.90968937,0.91733855,0.8993035,0.9089399,0.9013698,0.9213593,0.92022413,0.9005767,0.91253024,0.8901503,0.9170227,0.923988,0.89918643,0.89577985,0.9033102,0.91856927,0.9010607,0.90519243,0.91266733,0.8934825,0.8823898,0.91477096,0.90670323,0.9077649,0.9183189,0.91097194,0.9163958,0.908134,0.9108768,0.9076748,0.9189557,0.90493405,0.90896803,0.9195627,0.91613567,0.8949979,0.9115327,0.91502124,0.9043186,0.91995245,0.9154891,0.92572445,0.9184933,0.9138759,0.9215241,0.8815096,0.91681314,0.8877401,0.90619755,0.8736644,0.91851866,0.9243503,0.8956085,0.9166996,0.9161401
SIDM00898,0.9097452,0.90704775,0.90743244,0.9136292,0.914004,0.9129328,0.91399693,0.8908844,0.91948086,0.896062,0.91381973,0.91553533,0.91542387,0.9075264,0.909677,0.9208775,0.9049317,0.9139667,0.90821606,0.90779614,0.91182953,0.9049096,0.8852951,0.902636,0.91322505,0.91156214,0.91951174,0.9218264,0.9030958,0.9058197,0.90923876,0.91148025,0.91109973,0.91365266,0.90263796,0.92149025,0.9046752,0.89048374,0.9163619,0.9144969,0.9093777,0.91370124,0.9190669,0.9014215,0.9070418,0.90414673,0.9164625,0.910751,0.9070505,0.8915151,0.9160572,0.9078805,0.89566374,0.92208284,0.916055,0.92124176,0.9173948,0.8994011,0.9068769,0.91294676,0.9110021,0.91262496,0.9048365,0.8993632,0.91030777,1.0,0.8746386,0.91333264,0.8877542,0.9113448,0.9074825,0.91233593,0.89273167,0.90403587,0.8958238,0.91537863,0.91234547,0.8933054,0.9072235,0.88642234,0.9113759,0.91886985,0.8948853,0.89016056,0.90093184,0.9089662,0.89581895,0.9032932,0.9075427,0.8887593,0.88038373,0.9091909,0.89929295,0.90174353,0.9129907,0.9065114,0.90929717,0.9016464,0.90648746,0.9031907,0.9122895,0.9010152,0.8997719,0.9134601,0.9131573,0.88802516,0.90887994,0.91196245,0.89857775,0.9137159,0.9080629,0.9190763,0.9147958,0.9086626,0.91513103,0.8771568,0.91165185,0.8822994,0.9006643,0.8700391,0.914499,0.917213,0.8930436,0.9114308,0.9121363
SIDM00529,0.87777776,0.87833935,0.88101083,0.8804213,0.8806321,0.87910885,0.8805669,0.8667284,0.881406,0.8700898,0.87781256,0.87972146,0.88234806,0.8767846,0.8747712,0.88273245,0.87272465,0.88030756,0.87678456,0.87680703,0.8743887,0.8747601,0.86436766,0.87522894,0.8782889,0.8797375,0.88238025,0.88393354,0.87131083,0.8770681,0.8784302,0.87825906,0.8789556,0.8794821,0.87471753,0.88356245,0.8749209,0.8671445,0.8823589,0.883515,0.87623066,0.8800701,0.88062096,0.8770167,0.8783601,0.87301207,0.88103116,0.8782266,0.8769208,0.8655553,0.8806676,0.87654656,0.8701963,0.8833168,0.8814889,0.8833389,0.88003045,0.8752854,0.87713367,0.8785498,0.8805004,0.8834018,0.87249833,0.87295455,0.8777369,0.8746386,1.0,0.87797654,0.8698897,0.87943184,0.8741115,0.8781726,0.8700752,0.8722752,0.8738968,0.87948906,0.88087183,0.86818707,0.87638974,0.86741245,0.87768644,0.8822224,0.867523,0.87206924,0.87099135,0.87676406,0.8724931,0.8725749,0.8773018,0.8650116,0.8593721,0.8810489,0.8790053,0.8741559,0.8779236,0.87400967,0.8765153,0.87430257,0.8751688,0.87564194,0.87958246,0.87104434,0.8759553,0.87942755,0.87861073,0.8685394,0.8767325,0.8786224,0.87251544,0.88039,0.8769149,0.8828408,0.880559,0.8778709,0.8807639,0.85622543,0.88030535,0.8656193,0.87519765,0.8508952,0.88054144,0.881313,0.8678212,0.88219106,0.8794804
SIDM00132,0.91943747,0.91782427,0.91679955,0.92555964,0.92758954,0.91685873,0.9269267,0.9000055,0.92663383,0.9046522,0.91935116,0.9284001,0.9262537,0.9198564,0.91638273,0.93769914,0.9118209,0.92826945,0.91986203,0.91838735,0.9135746,0.92117065,0.8871811,0.9139377,0.9250789,0.9232735,0.9333985,0.9396048,0.9124463,0.91791755,0.9178448,0.92226446,0.9204175,0.9253483,0.911353,0.9383999,0.90972084,0.895303,0.92855346,0.9285792,0.92004436,0.9245667,0.92751586,0.91089743,0.91674197,0.9139482,0.92792594,0.92118996,0.9149744,0.89866614,0.92295194,0.9129783,0.8971593,0.9391087,0.92994106,0.9344731,0.9261007,0.91001993,0.91087383,0.92379665,0.92340493,0.926085,0.91622174,0.9146185,0.9204318,0.91333264,0.87797654,1.0,0.8934855,0.9256663,0.91220456,0.923971,0.8999759,0.91271234,0.9050451,0.92682993,0.92053336,0.9027725,0.91814125,0.8956986,0.92285866,0.9312186,0.9009263,0.8993649,0.9043441,0.9154227,0.904505,0.9089632,0.9141404,0.8952184,0.8847277,0.92024374,0.9064947,0.9119675,0.92517704,0.9105303,0.92087597,0.9138928,0.9159315,0.9160972,0.9225319,0.9095078,0.9067263,0.9270389,0.92009,0.8907628,0.91471434,0.9175093,0.90474373,0.9234947,0.91839606,0.93387616,0.9244139,0.9202325,0.92893904,0.8832088,0.9226581,0.8869534,0.9071158,0.8751868,0.9225607,0.93193465,0.89813787,0.92155904,0.9186527
SIDM00933,0.8963378,0.89510137,0.8960761,0.89414954,0.898071,0.892255,0.894033,0.8785679,0.89738846,0.884438,0.89249915,0.8970458,0.8996492,0.8944506,0.89013,0.8978375,0.8869973,0.8950789,0.8945771,0.8937824,0.8898613,0.88967735,0.87600404,0.89036596,0.89591753,0.8965113,0.89965606,0.90037465,0.8876174,0.8915269,0.896607,0.89448553,0.8964779,0.8968667,0.8898703,0.90058637,0.88816756,0.8806929,0.89927185,0.89858395,0.8928637,0.8978935,0.8963165,0.8881637,0.8926055,0.8886016,0.89828414,0.8933524,0.8947027,0.8810172,0.8972778,0.89122486,0.87960434,0.8999413,0.89690715,0.90165895,0.8960525,0.88825274,0.8912244,0.8960919,0.8968418,0.89772093,0.8881129,0.88771844,0.89361614,0.8877542,0.8698897,0.8934855,1.0,0.8961964,0.889227,0.895126,0.8811766,0.8878155,0.8852278,0.8967139,0.8942281,0.88300425,0.8915956,0.8762151,0.89374053,0.9001518,0.8807122,0.87945265,0.8859305,0.89134675,0.8843954,0.8860696,0.89062285,0.879936,0.8717145,0.89512783,0.88797194,0.8899966,0.89454263,0.88762,0.89401424,0.88851047,0.89106053,0.8870643,0.89740217,0.8867933,0.88960886,0.8960952,0.8951267,0.87960756,0.8918898,0.8938672,0.8908942,0.89995074,0.89335424,0.8989049,0.89553046,0.89404166,0.8977061,0.86874884,0.89647186,0.8742697,0.8875603,0.8617373,0.8965855,0.89814466,0.8792939,0.8987004,0.89570475
SIDM00130,0.9195394,0.9215417,0.91724545,0.9257843,0.9299405,0.9173452,0.92287445,0.9040496,0.9264367,0.90576655,0.91706175,0.927296,0.9253174,0.9218,0.9161008,0.93577695,0.9128218,0.92688304,0.9237884,0.91659236,0.91401225,0.9158368,0.88889116,0.9146392,0.9246829,0.92541397,0.93026376,0.93859094,0.9126977,0.9178141,0.91874135,0.92481035,0.9205335,0.92432994,0.91132915,0.93623453,0.910129,0.89537716,0.9290256,0.9277014,0.91884536,0.923767,0.92619914,0.90922034,0.9159867,0.9148777,0.92637235,0.9205042,0.9162608,0.8985762,0.92243826,0.9118151,0.89775234,0.93893486,0.930374,0.93422884,0.9256799,0.9100017,0.91229755,0.92546713,0.9251458,0.92568976,0.9158729,0.91014427,0.9200074,0.9113448,0.87943184,0.9256663,0.8961964,1.0,0.9113896,0.9202799,0.8995104,0.9121586,0.90382123,0.92607236,0.91939527,0.90692294,0.9172522,0.89517033,0.9207405,0.92885864,0.9014578,0.898976,0.90499896,0.91448325,0.9043706,0.90906835,0.91422564,0.8958644,0.88503456,0.91946244,0.90696824,0.91475135,0.92405593,0.90960264,0.9236994,0.9145347,0.91597795,0.9119791,0.9217904,0.91002125,0.90965444,0.92583877,0.9196714,0.89345425,0.9143393,0.9179789,0.90894634,0.92391175,0.91897887,0.93677163,0.92160136,0.9187866,0.92742145,0.88343805,0.9234016,0.88865584,0.90716404,0.87600124,0.92010534,0.9314432,0.89814305,0.9204663,0.9188058
SIDM01042,0.9186467,0.90803224,0.9077655,0.9130245,0.9141948,0.91376156,0.91319734,0.8905904,0.91882926,0.9033357,0.92183226,0.9203504,0.9226106,0.9129256,0.9083144,0.9205907,0.9062766,0.91307414,0.90862614,0.9090752,0.90890574,0.9041289,0.88716125,0.9072025,0.91978,0.91139406,0.92285305,0.9213857,0.9103075,0.9049604,0.9092431,0.9122179,0.9190329,0.9184383,0.90858084,0.9214225,0.90394366,0.8971187,0.9161285,0.913742,0.91536343,0.9202772,0.9191023,0.9001187,0.90674114,0.9101832,0.92228013,0.91006076,0.90679675,0.8952186,0.91755193,0.91935325,0.8936145,0.9213284,0.91545486,0.9208253,0.9242384,0.90047204,0.9084494,0.9144409,0.9121347,0.9122198,0.9083728,0.8987707,0.90968937,0.9074825,0.8741115,0.91220456,0.889227,0.9113896,1.0,0.91326004,0.8970383,0.9117748,0.89554864,0.91511816,0.911086,0.9015221,0.906735,0.8891977,0.91722065,0.9252262,0.90359974,0.8899641,0.9030802,0.9062836,0.9014975,0.90911466,0.9079702,0.89557517,0.88582087,0.91063774,0.89925313,0.9101298,0.9183023,0.9025932,0.90931016,0.905748,0.91229105,0.905594,0.9193063,0.90151906,0.8992839,0.9169882,0.91478556,0.8879181,0.9082414,0.9130712,0.8993091,0.9147992,0.90729284,0.9196701,0.9218699,0.91378385,0.9151165,0.87768835,0.916397,0.8814702,0.9005199,0.8702829,0.917918,0.9153441,0.9026183,0.9111542,0.9148913
SIDM00282,0.92369366,0.9167647,0.91646576,0.9216555,0.92426324,0.9169232,0.9233195,0.8964387,0.9251047,0.90477407,0.9202135,0.9303308,0.92869055,0.91799366,0.91429204,0.9319674,0.91019565,0.92452896,0.9156954,0.9227805,0.91300565,0.91345876,0.88884616,0.9110322,0.92499393,0.9224538,0.9345339,0.9338395,0.91551286,0.9153954,0.92138493,0.9214942,0.9255782,0.9274059,0.91283345,0.93315625,0.9101843,0.89704406,0.9268524,0.92483896,0.92202455,0.9272314,0.92650354,0.9096315,0.9141486,0.91488284,0.93330896,0.9209525,0.91524476,0.900494,0.9234981,0.912898,0.8977965,0.93334574,0.92651993,0.9342687,0.9247682,0.90801644,0.9115778,0.9259073,0.9208258,0.9229966,0.91547626,0.907076,0.91733855,0.91233593,0.8781726,0.923971,0.895126,0.9202799,0.91326004,1.0,0.8995657,0.9154282,0.90367603,0.9275514,0.91885686,0.90028,0.91826993,0.8935033,0.92545485,0.934738,0.9011733,0.8960293,0.9045316,0.91325366,0.90323496,0.9081383,0.91441524,0.8968362,0.8870438,0.9203636,0.90564466,0.9094549,0.92721033,0.9091968,0.9188756,0.91109055,0.91694677,0.9104368,0.92522365,0.91277945,0.90624726,0.92484456,0.9198234,0.89268243,0.9139188,0.9169473,0.90745807,0.92748266,0.9167541,0.92992985,0.9243226,0.9202886,0.9266631,0.88332963,0.92223567,0.88679063,0.9074992,0.87665224,0.92448163,0.9275505,0.8986832,0.92138714,0.9192431
SIDM00885,0.9028681,0.8948754,0.8964766,0.9010021,0.90112495,0.897983,0.9006177,0.88253224,0.9021642,0.8903791,0.9003689,0.90434796,0.907153,0.89797604,0.89467126,0.9060473,0.8913723,0.90155745,0.8953188,0.8963887,0.89302146,0.8923679,0.8763844,0.89895713,0.9037977,0.8989198,0.90746623,0.9072165,0.8929668,0.8942425,0.8962095,0.89781994,0.9044391,0.90499157,0.8964568,0.9059795,0.8902709,0.88872343,0.90237,0.9006566,0.9005898,0.9052079,0.90230495,0.89274114,0.8952426,0.8966811,0.9061148,0.8965698,0.8953516,0.88512325,0.9009019,0.9006915,0.8825236,0.9063453,0.9018916,0.9058745,0.9053342,0.89009154,0.8925731,0.89939076,0.89930063,0.9007636,0.89478827,0.8882759,0.8993035,0.89273167,0.8700752,0.8999759,0.8811766,0.8995104,0.8970383,0.8995657,1.0,0.8950427,0.8872228,0.9002579,0.9014866,0.8903841,0.89451385,0.88166195,0.90194976,0.9078308,0.8880585,0.881604,0.8869235,0.8953364,0.88858604,0.892978,0.8973372,0.88554955,0.8777399,0.89746,0.89070636,0.89715976,0.90294665,0.8910127,0.8957312,0.8937833,0.8996941,0.89604133,0.9053153,0.88822144,0.89048564,0.9036153,0.8998018,0.8806619,0.8949778,0.8986766,0.8869201,0.9001738,0.89556503,0.9048852,0.9021748,0.90142894,0.9010861,0.86767924,0.90415424,0.87657404,0.8901436,0.86346996,0.9032599,0.9026569,0.8871816,0.8990759,0.8986319
SIDM01197,0.9232719,0.9087588,0.90643775,0.91207695,0.9151088,0.90817404,0.9123471,0.89139014,0.9145711,0.9033235,0.91290104,0.9258819,0.92233974,0.91457343,0.90675944,0.91979885,0.9021992,0.913402,0.9086024,0.91161,0.90488124,0.90444213,0.88329756,0.9091784,0.92460823,0.91305256,0.9248732,0.9210544,0.91473955,0.9060173,0.9104804,0.9156329,0.92215616,0.92028147,0.9110122,0.9222846,0.90198314,0.8935394,0.9157279,0.91366386,0.9239202,0.92229253,0.91585916,0.9002977,0.9056879,0.9161333,0.9260629,0.9121436,0.9077448,0.8982173,0.9125847,0.9090896,0.8901465,0.92197865,0.91516453,0.92316407,0.91927487,0.8994024,0.90324247,0.92096645,0.91206825,0.9113009,0.9146547,0.8993498,0.9089399,0.90403587,0.8722752,0.91271234,0.8878155,0.9121586,0.9117748,0.9154282,0.8950427,1.0,0.8948599,0.91816443,0.90869766,0.900375,0.9089509,0.8898753,0.92804563,0.93136954,0.8991031,0.88878405,0.8980564,0.9049978,0.89856726,0.9035514,0.90516686,0.8959699,0.8855132,0.9087245,0.8975237,0.9101046,0.92475015,0.9010151,0.9131553,0.9046537,0.91223174,0.9049722,0.9250942,0.9079175,0.8984342,0.9168782,0.91025,0.8857443,0.9053985,0.908969,0.9004924,0.9163434,0.9092827,0.91898847,0.9147663,0.9144481,0.91478074,0.8777868,0.9166849,0.88056296,0.8989179,0.8702825,0.91230774,0.9168046,0.8956632,0.90985906,0.9103992
SIDM00122,0.90135205,0.90123224,0.9027034,0.9043137,0.90581983,0.8997841,0.90597,0.8831538,0.90609396,0.88797504,0.9018359,0.90651363,0.90607417,0.9012687,0.8968449,0.9123759,0.89529645,0.9057472,0.8998455,0.90063524,0.8968777,0.89792955,0.87795657,0.89651084,0.90335375,0.90223575,0.91005725,0.91284174,0.89462733,0.89930075,0.90101475,0.9021876,0.9019156,0.9051916,0.8956662,0.9117374,0.8945826,0.8856373,0.9073163,0.9084946,0.9001036,0.9051808,0.906213,0.89930856,0.8992458,0.89544046,0.90701836,0.9024381,0.8975018,0.88431937,0.90488553,0.8974233,0.8843733,0.91265655,0.9076874,0.9109352,0.90584344,0.8987155,0.89603436,0.90323764,0.90336424,0.9088662,0.89564383,0.8951913,0.9013698,0.8958238,0.8738968,0.9050451,0.8852278,0.90382123,0.89554864,0.90367603,0.8872228,0.8948599,1.0,0.90473807,0.90311754,0.88647395,0.89912003,0.88492334,0.90197045,0.9091247,0.8870226,0.8914661,0.89027804,0.8980834,0.89434236,0.89276326,0.8987715,0.88274044,0.87477595,0.90457666,0.89696157,0.8940944,0.90357816,0.89474064,0.9008904,0.89426106,0.89775056,0.8951259,0.9034858,0.8921514,0.8946692,0.9053127,0.90218645,0.88153946,0.89816344,0.9000986,0.8913239,0.90508157,0.9004606,0.9100601,0.9042411,0.90316755,0.907211,0.87250763,0.9038916,0.8787879,0.89427334,0.8644202,0.9044523,0.90755063,0.88514495,0.90705806,0.9025317
SIDM01096,0.9247251,0.9191027,0.91884655,0.92670554,0.9291995,0.9201045,0.9245651,0.8997028,0.929615,0.9067753,0.92172194,0.93284357,0.92942715,0.9213234,0.91902816,0.93759096,0.91371936,0.9287115,0.9233229,0.92217517,0.9177456,0.91713214,0.89124286,0.91321135,0.9276143,0.9265254,0.93712914,0.94003475,0.91796607,0.91850436,0.925025,0.9271689,0.92492604,0.9304014,0.9144893,0.9385679,0.91349363,0.897853,0.93059844,0.9289101,0.92490685,0.92849755,0.9314433,0.910663,0.9171554,0.91712,0.9319102,0.92532843,0.91966605,0.90029216,0.92674994,0.9143884,0.9000637,0.93916404,0.93092674,0.9403482,0.92863125,0.90928406,0.91459984,0.9311258,0.9247111,0.92606264,0.9189377,0.90984267,0.9213593,0.91537863,0.87948906,0.92682993,0.8967139,0.92607236,0.91511816,0.9275514,0.9002579,0.91816443,0.90473807,1.0,0.9209727,0.9032537,0.9214492,0.89497405,0.9284285,0.9364821,0.9027453,0.898581,0.9079861,0.9163247,0.9043657,0.91078484,0.91736424,0.897017,0.88656205,0.92248464,0.9085798,0.91307205,0.930746,0.91204727,0.92440337,0.91355544,0.9193113,0.9115192,0.9268714,0.91576177,0.9090701,0.9271247,0.92323416,0.8958632,0.91760284,0.92072415,0.91304153,0.93016195,0.9208087,0.9359937,0.9254555,0.9215435,0.9299302,0.8852717,0.9241297,0.88845944,0.90961456,0.8777296,0.9244853,0.9328836,0.89984626,0.9230761,0.9221458
SIDM00628,0.9165824,0.9150052,0.914747,0.9212901,0.92170846,0.916403,0.92232406,0.89672536,0.9235671,0.90194726,0.9164682,0.92190474,0.9229393,0.91437,0.91334593,0.9302249,0.90941864,0.92282856,0.914744,0.913814,0.9126945,0.91130424,0.88898325,0.9117896,0.9196174,0.9189576,0.926879,0.93029696,0.9080414,0.9124548,0.91477895,0.91758776,0.91778684,0.92107964,0.90875024,0.92971164,0.90825063,0.8972143,0.9242923,0.9228019,0.91536295,0.9206116,0.92343044,0.90820026,0.9178232,0.9103179,0.9231631,0.91738504,0.91361135,0.89632803,0.9217679,0.9132868,0.8977926,0.9298734,0.92329484,0.9282573,0.9220657,0.90811807,0.91044956,0.91940594,0.92057323,0.92238915,0.91073394,0.90653545,0.92022413,0.91234547,0.88087183,0.92053336,0.8942281,0.91939527,0.911086,0.91885686,0.9014866,0.90869766,0.90311754,0.9209727,1.0,0.8999728,0.91334534,0.89222366,0.91810817,0.92546344,0.8990823,0.8962032,0.90418464,0.91631436,0.90217197,0.9077028,0.91386634,0.89432716,0.88376296,0.9172079,0.90671444,0.90847754,0.9194314,0.9121678,0.9154095,0.9085778,0.91228664,0.9089464,0.9188567,0.9059977,0.90836066,0.9216143,0.9178877,0.89452004,0.9132748,0.915747,0.9038058,0.92039543,0.9159342,0.92716765,0.9202394,0.9155617,0.9229872,0.8806719,0.91837907,0.8882662,0.9064924,0.87480223,0.92034096,0.9240483,0.89720774,0.91981214,0.9175609
SIDM00053,0.9099973,0.9008812,0.89865124,0.9022868,0.9082552,0.89808583,0.90121907,0.8899022,0.90362656,0.9058816,0.9022382,0.9084308,0.91178036,0.9109236,0.89732766,0.9058625,0.8935817,0.903633,0.90155333,0.8975049,0.89518553,0.8958086,0.87709904,0.9072134,0.91070104,0.904587,0.9102931,0.9093553,0.9018541,0.8971152,0.89874357,0.90216637,0.9080927,0.9070316,0.9015128,0.9104429,0.8931566,0.8883903,0.9069772,0.9038174,0.90494335,0.9062817,0.9029343,0.8917075,0.8989448,0.9043346,0.90700954,0.90048295,0.9009936,0.8886789,0.90119374,0.90374136,0.8829297,0.9092724,0.904079,0.90802985,0.9078365,0.892439,0.895908,0.90273046,0.9031247,0.9026917,0.9053779,0.89209217,0.9005767,0.8933054,0.86818707,0.9027725,0.88300425,0.90692294,0.9015221,0.90028,0.8903841,0.900375,0.88647395,0.9032537,0.8999728,1.0,0.89808244,0.8848203,0.90560955,0.91075104,0.89530313,0.8824036,0.89019024,0.89717585,0.89581805,0.89984953,0.8949123,0.8913225,0.8757919,0.89789504,0.88987654,0.9148631,0.9078472,0.8928892,0.9034251,0.9060536,0.9030108,0.8979945,0.9108083,0.89256376,0.8931669,0.90998065,0.90029114,0.87979084,0.89577544,0.8993837,0.8917609,0.90275854,0.90170807,0.9075812,0.9053442,0.9037263,0.90468496,0.86933565,0.9070758,0.8771871,0.8895154,0.863688,0.9007614,0.9084042,0.89117175,0.9008056,0.8992488
