drug_name,targets,shared_by,shared_by_cid,shared_by_smiles
D0W5HK,T80975,D00YPR,9811611,C1CCN(C1)CCCCNC(=O)NC2=C(C(=NS2)OCC3=C(C=C(C=C3F)Br)F)C(=O)N
D0W5HK,T80975,D0R6UV,11349170,COC1=CC=CC(=C1)NC2=NC=NN3C2=C(C=C3)CN4CCC(C(C4)O)N
D0W5HK,T80975,D0P6DJ,151194,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4
D0W5HK,T80975,D03AND,11656518,CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F
D0W5HK,T80975,D0D1GF,42642645,COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F
D0W5HK,T80975,D07NOI,9808844,CNC(=O)C1=NC=CC(=C1)COC2=NN=C(C3=C2OC=C3)NC4=CC=C(C=C4)Cl
D0W5HK,T80975,D0Z6MT,16662431,CCN(CC)CCN1CCC2=C(C1=O)C(=C(N2)C=C3C4=C(C=CC(=C4)F)NC3=O)C
D0W5HK,T80975,D05PWX,52920501,CC1=CC2=C(N1)C=CC(=C2)OC3=NC(=NC=C3)NC4=CC=CC(=C4)CS(=O)(=O)NCCN(C)C
D0W5HK,T80975,D09VMI,9933475,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5
D0W5HK,T80975,D0HS5V,11234052,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OCC(C)O)C
D0W5HK,T80975,D02WVT,25031915,CNC(=O)C1=CC=CC2=C1C=CC(=C2)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC
D0W5HK,T80975,D03JTG,44480399,CC1=C(C2=C(O1)C=C(C=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(=O)NC
D0W5HK,T80975,D0A1AQ,5329099,CC1=C(NC(=C1CCC(=O)O)C)C=C2C3=CC=CC=C3NC2=O
D0W5HK,T80975,D0Q9CY,9915743,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C
D0W5HK,T80975,D0W7JZ,9911830,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl
D0W5HK,T80975,D0R0FO,9823820,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl
D0W5HK,T80975,D0SZ6E,45139106,CS(=O)(=O)O.C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4
D0W5HK,T80975,D01PZD,5329098,CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C
D0W5HK,T80975,D01ZRI,6450551,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
D0W5HK,T80975,D0R0MW,5329102,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
D0W5HK,T80975,D09GDD,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
D0W5HK,T80975,D0F0ZY,11525740,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl
D0W5HK,T80975,D0G6QF,3081361,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC
D0W5HK,T80975,D0IQ6P,25102847,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F
D0W5HK,T80975,D06GBK,2048,CC1=CC2=NC=C(N=C2C=C1C)C3=CC=CC=C3
D0W5HK,T57700,D0UN9O,3385203,C1=CC=C(C=C1)C2=NNC3=C2OC4=CC=CC=C43
D0W5HK,T57700,D0Y4BL,11676971,CN(C)CC(=O)N1CCC(CC1)C2=CC(=C(C=C2)NC(=O)C3=NC=C(N3)C#N)C4=CCCCC4
D0W5HK,T57700,D08BJR,9869779,CC(C1=NC=CS1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)OC
D0W5HK,T57700,D0BL0O,71624791,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC=C2)Cl)C#CC3=CN4C(=CC=N4)N=C3
D0W5HK,T57700,D0C2GE,67161540,CCN1CCC(CC1)NC2=CC3=C(C=C2)NC(=O)C3=C(C4=CC=C(C=C4)Cl)C5=NC=CN5
D0W5HK,T57700,D05QBZ,10158940,COCCOC1=CC2=C(C=C1)N(C=N2)C3=NC4=C(C=CC=C4N5CCC(CC5)N)C=C3
D0W5HK,T57700,D0N7AJ,11409972,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)NC3=CC=C(C=C3)OC4=NC=NC(=C4)NC)C(F)(F)F
D0W5HK,T57700,D0T5OS,30819,C1=CC(=CC=C1CC(C(=O)O)N)OP(=O)(O)O
D0W5HK,T57700,D05FFB,91643,CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=C(C=C4)O)C
D0W5HK,T57700,D0T4SL,72512,CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=C(C=C4)OC)C
D0W5HK,T57700,D08ZWJ,97080,CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=C(C=C4)Br)C
D0W5HK,T57700,D0Y9GK,16125106,C1=CC(=C2C(=C1)NN=C2N)C3=CC=C(C=C3)N
D0W5HK,T57700,D0I3XZ,11601743,C1=CC2=C(C=C1O)C=C(N2)C(=O)C3=CC4=C(N3)C=CC(=C4)O
D0W5HK,T57700,D0P3JW,447700,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=CC(=C4)CO
D0W5HK,T57700,D0GW4Q,5330524,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=C(C=C4)F
D0W5HK,T57700,D00DQX,11667893,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C
D0W5HK,T57700,D0N8RV,9868037,C1=CC=C2C(=C1)C(=CC=N2)CNC3=C(SC=C3)C(=O)NC4=CC=C(C=C4)OC(F)(F)F
D0W5HK,T57700,D0T1GF,11282283,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6
D0W5HK,T57700,D0Z6MT,16662431,CCN(CC)CCN1CCC2=C(C1=O)C(=C(N2)C=C3C4=C(C=CC(=C4)F)NC3=O)C
D0W5HK,T57700,D09AAK,71584930,CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC
D0W5HK,T57700,D09TAB,25151352,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F
D0W5HK,T57700,D0AZ3C,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
D0W5HK,T57700,D01PZD,5329098,CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C
D0W5HK,T57700,D09GDD,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
D0W5HK,T57700,D0F0ZY,11525740,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl
D0W5HK,T57700,D0H0EQ,24826799,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5
D0W5HK,T57700,D0D3FB,44225624,CC1=C(C(=CC=C1)Cl)C(=O)NNC(=O)C2=CC(=C(C=C2)C)NC3=NC=CC(=N3)C4=CN=CC=C4
D0W5HK,T57700,D0XQ5F,44227512,CC1=C(C(=CC=C1)I)C(=O)NNC(=O)C2=CC(=C(C=C2)C)NC3=NC=CC(=N3)C4=CN=CC=C4
D0W5HK,T59102,D08BJR,9869779,CC(C1=NC=CS1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)OC
D0W5HK,T59102,D0BW4G,10907042,COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=O)NC4=CC=C(C=C4)OC5=CC=CC=C5)OC
D0W5HK,T59102,D06ZUA,11554659,CC1=CC=CC=C1C(=O)NC(=S)NC2=CC=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC
D0W5HK,T59102,D0I3XZ,11601743,C1=CC2=C(C=C1O)C=C(N2)C(=O)C3=CC4=C(N3)C=CC(=C4)O
D0W5HK,T59102,D0UN9O,3385203,C1=CC=C(C=C1)C2=NNC3=C2OC4=CC=CC=C43
D0W5HK,T59102,D0U3WQ,9817165,CC1=NC2=C(N1C)C=C3C(=C2)N=C(C=N3)C4=CC=CS4
D0W5HK,T59102,D0C2GE,67161540,CCN1CCC(CC1)NC2=CC3=C(C=C2)NC(=O)C3=C(C4=CC=C(C=C4)Cl)C5=NC=CN5
D0W5HK,T59102,D05QBZ,10158940,COCCOC1=CC2=C(C=C1)N(C=N2)C3=NC4=C(C=CC=C4N5CCC(CC5)N)C=C3
D0W5HK,T59102,D07QMC,5329370,C1=CC=C2C(=C1)NC(=C3C=C4C=CC=CC4=NC3=O)N2
D0W5HK,T59102,D0M4SY,135398504,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5
D0W5HK,T59102,D05WTI,11550535,C1C2=CC=CC=C2C3=C1C(=NN3)NC4=CC=CC=C4
D0W5HK,T59102,D0YZ7H,9797370,COC1=C(C=C2C(=C1)CC3=C2NN=C3NC4=CC(=CC=C4)F)OC
D0W5HK,T59102,D09LPL,5329103,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)Cl)NC2=O)C
D0W5HK,T59102,D03HLH,44331231,COC1=C(C=C2C(=C1)C(=NC=N2)OC3=CC(=CC=C3)Br)OC
D0W5HK,T59102,D05QMN,44331083,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC(=CC=C3)Br
D0W5HK,T59102,D0YE1X,9927943,COC1=C(C=C(C=C1)OC2=C3C=C(C(=CC3=NC=C2)OC)OC)OC
D0W5HK,T59102,D0FH3M,18770833,CN(C1=CC=CC=C1)C2=NC=NC3=CC(=C(C=C32)OC)OC.Cl
D0W5HK,T59102,D00RBV,10445611,COC1=CC2=CC(=CN=C2C=C1OC)C3=CN=CC=C3
D0W5HK,T59102,D03MQI,10244811,COC1=CC2=CC(=CN=C2C=C1OC)C3=CC=C(C=C3)C(=O)O
D0W5HK,T59102,D0G0KN,9882618,COC1=CC=C(C=C1)C2=CN=C3C=C(C(=CC3=C2)OC)OC
D0W5HK,T59102,D05SNG,10398928,C1=CC(=CC2=NC=C(C=C21)C3=CSC=C3)F
D0W5HK,T59102,D0G0ZQ,10468421,COC1=CC2=CC(=CN=C2C=C1OC)C3=CC=CS3
D0W5HK,T59102,D0V8QI,10331922,COC1=CC2=NC=C(C=C2C=C1)C3=CSC=C3
D0W5HK,T59102,D08SUH,10336427,COC1=C(C=C(C=C1)C2=CN=C3C=C(C(=CC3=C2)OC)OC)OC
D0W5HK,T59102,D0H4JB,11778467,COC1=CC2=CC(=CN=C2C=C1OC)C3=CC=C(C=C3)O
D0W5HK,T59102,D0A6AA,10083695,C1OC2=CC3=CC(=CN=C3C=C2O1)C4=CSC=C4
D0W5HK,T59102,D0QT4X,10106010,C1=CSC=C1C2=CN=C3C=C(C(=CC3=C2)F)F
D0W5HK,T59102,D0C1BE,10401378,CC1=CC=C(C=C1)C2=CN=C3C=C(C(=CC3=C2)OC)OC
D0W5HK,T59102,D07CFT,10447210,COC1=CC=CC(=C1)C2=CN=C3C=C(C(=CC3=C2)OC)OC
D0W5HK,T59102,D0WW8M,10446889,COC1=CC2=CC(=CN=C2C=C1OC)C#CC3=CC=CC=C3
D0W5HK,T59102,D00LRC,10422592,COC1=CC2=CC(=CN=C2C=C1OC)C3CCCC3
D0W5HK,T59102,D0W7IN,10083051,COC1=CC2=CC(=CN=C2C=C1)C3=CSC=C3
D0W5HK,T59102,D0K9ON,10040402,COC1=CC2=CC(=CN=C2C=C1OC)CCC3CCCCC3
D0W5HK,T59102,D02PZZ,11776270,COC1=CC2=NC=C(C=C2C=C1)C3=CC=NC=C3
D0W5HK,T59102,D06LLF,10017166,COC1=CC2=CC(=CN=C2C=C1OC)C=CC3=CC=CC=C3
D0W5HK,T59102,D0IR5I,135453851,C1=CC(=CN=C1)C2=CN=C3C=C(C(=CC3=C2)O)O
D0W5HK,T59102,D02CUF,10424517,COC1=CC2=CC(=CN=C2C=C1OC)NCC3=CC=CC=C3
D0W5HK,T59102,D0RD5S,10355832,COC1=CC2=C(C=C(C=N2)C3=CSC=C3)C(=C1)OC
D0W5HK,T59102,D0KF3N,10083699,COC1=CC2=CC(=CN=C2C=C1OC)C3=CCCC3
D0W5HK,T59102,D0Q3DS,10081720,C1=CC=C2C(=C1)C=C(C=N2)C3=CC=NC=C3
D0W5HK,T59102,D0A6YP,9971060,COC1=CC2=CC(=CN=C2C=C1OC)C3=CC(=CC=C3)F
D0W5HK,T59102,D07ZWN,10060170,CC1=CC(=C2C=C(C=NC2=C1)C3=CSC=C3)C
D0W5HK,T59102,D06VNR,10085863,COC1=CC2=CC(=CN=C2C=C1OC)OCC3=CC=CC=C3
D0W5HK,T59102,D0G6SA,10422972,COC1=CC2=CC(=CN=C2C=C1OC)C3=CC=CC=C3
D0W5HK,T59102,D0W9BF,9903563,COC1=CC2=CC(=CN=C2C=C1OC)C3=CSC=C3
D0W5HK,T59102,D01UYS,11778521,COC1=CC2=CC(=CN=C2C=C1OC)C3=CNC(=O)C=C3
D0W5HK,T59102,D0AO6T,10402592,COC1=CC2=CC(=CN=C2C=C1OC)C3=CC(=C(C=C3)F)F
D0W5HK,T59102,D0I0GL,10039460,COC1=CC2=CC(=CN=C2C=C1OC)C3=CC=C(C=C3)F
D0W5HK,T59102,D0P0RD,10065445,COC1=CC2=CC(=CN=C2C=C1OC)C3=CC(=C(C=C3)Cl)Cl
D0W5HK,T59102,D05GBY,10242258,C1=CC=C2C(=C1)C=C(C=N2)C3=CSC=C3
D0W5HK,T59102,D07JDY,10243001,C1=CC=C(C=C1)C=CC2=CC3=CC=CC=C3N=C2
D0W5HK,T59102,D04PQX,10354094,COC1=CC2=CC(=CN=C2C=C1)C3=CC=NC=C3
D0W5HK,T59102,D0Z4HV,10354294,C1=CC(=CC2=NC=C(C=C21)C3=CC=NC=C3)Cl
D0W5HK,T59102,D0P0WT,3139,COC1=CC2=C(C=C(C=N2)C3=CC=NC=C3)C(=C1)OC
D0W5HK,T59102,D06MCJ,9972296,COC1=CC2=CC(=CN=C2C=C1OC)C3=CNC4=CC=CC=C43
D0W5HK,T59102,D0GN3E,10243546,C1=CC=C2C(=C1)C=C(C=N2)C3=CNC4=CC=CC=C43
D0W5HK,T59102,D08KWL,10402251,COC1=CC2=CC(=CN=C2C=C1OC)C#CC3CCCCC3
D0W5HK,T59102,D0CF9B,10265642,C1=CSC=C1C2=CN=C3C=C(C(=CC3=C2)Cl)Cl
D0W5HK,T59102,D08JGS,11722903,COC1=CC2=CC(=CN=C2C=C1OC)C3=CC=C(C=C3)[N+](=O)[O-]
D0W5HK,T59102,D0SG0G,9994707,COC1=C(C(=C2C=C(C=NC2=C1)C3=CC=NC=C3)OC)OC
D0W5HK,T59102,D0K9VE,135474209,C1=CN=CC=C1C2=CC3=C(C=C(C=C3O)O)N=C2
D0W5HK,T59102,D0T9FQ,10061448,COC1=CC2=CC(=CN=C2C=C1OC)C3=CC=NC=C3
D0W5HK,T59102,D0H9TO,135449022,C1=CC(=CC2=NC=C(C=C21)C3=CC=NC=C3)O
D0W5HK,T59102,D0Z3DW,9179241,C1=CC=C2C(=C1)C=C(O2)C(=O)C3=CC4=CC=CC=C4O3
D0W5HK,T59102,D0I7QX,44423635,C1=CC=C2C(=C1)C=C(N2)C(=O)C3=CC4=CC=CC=C4O3
D0W5HK,T59102,D07AXL,11098310,C1=CC2=C(C=C1N)C=C(O2)C(=O)C3=CC4=C(O3)C=CC(=C4)N
D0W5HK,T59102,D0L0MZ,13471348,CC(=O)OC1=CC2=C(C=C1)OC(=C2)C(=O)C3=CC4=C(O3)C=CC(=C4)OC(=O)C
D0W5HK,T59102,D03VAA,13393486,C1=CC2=C(C=C1O)OC(=C2)C(=O)C3=CC4=C(O3)C=C(C=C4)O
D0W5HK,T59102,D02OBA,13454380,C1=CC2=C(C=C1O)C=C(O2)C(=O)C3=CC4=C(O3)C=CC(=C4)O
D0W5HK,T59102,D0H1OK,11562302,CC1=CC(=CC2=C1N=C(N=N2)NC3=CC=C(C=C3)OCCN4CCCC4)C5=C(C=CC=C5Cl)Cl
D0W5HK,T59102,D03NPX,447077,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC(=CC=C4)SC
D0W5HK,T59102,D0H7MF,11500099,C1=CC=C2C(=C1)C=C(N2)C(=O)C3=CC4=C(N3)C=CC(=C4)F
D0W5HK,T59102,D0D7ZL,5330528,COC1=CC2=C(C=C1)C=C(N2)C(=O)C3=CC4=CC=CC=C4N3
D0W5HK,T59102,D0G0KQ,44411967,C1=CC=C(C=C1)OC2=CC3=C(C=C2)NC(=C3)C(=O)C4=CC5=CC=CC=C5N4
D0W5HK,T59102,D09OLH,5330527,COC1=CC2=C(C=C1)NC(=C2)C(=O)C3=CC4=CC=CC=C4N3
D0W5HK,T59102,D0XS9E,5330535,C1=CC=C2C(=C1)C=C(N2)C(=O)C3=CC4=C(N3)C=CC(=C4)O
D0W5HK,T59102,D0G5YI,10220822,C1=CC=C2C(=C1)C=C(N2)C(=O)C3=CC4=CC=CC=C4N3
D0W5HK,T59102,D0XC6G,135464491,C1=CC=C2C(=C1)C(=NN2)C3=NC4=CC=CC=C4N3
D0W5HK,T59102,D09XIL,11396738,COC1=CC=C(C=C1)N2CC3=CN=C(N=C3N(C2=O)C4CCC(C4)O)NC5=CC=C(C=C5)F
D0W5HK,T59102,D0P3JW,447700,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=CC(=C4)CO
D0W5HK,T59102,D0S1KJ,5328733,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=C(C=C4)N5CCOCC5
D0W5HK,T59102,D0GW4Q,5330524,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=C(C=C4)F
D0W5HK,T59102,D0Z7GH,5330525,CCOC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl
D0W5HK,T59102,D0OH3J,5330526,CCN(CCOC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl)C(=O)C
D0W5HK,T59102,D0D5EW,5311104,CC1=C(C=CC(=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl)F
D0W5HK,T59102,D00QPG,3135,CN(C)C1=CC=C(C=C1)C=C2C3=CC=CC=C3NC2=O
D0W5HK,T59102,D01MUN,5328453,C1=CC=C2C(=C1)N=CN2C3=CC=C(C=C3)N
D0W5HK,T59102,D02XKJ,5328466,COC1=CC2=C(C=C1)N(C=N2)C3=CC=CC=C3
D0W5HK,T59102,D00YCU,667662,C1=CC=C(C=C1)N2C=NC3=C2C=CC(=C3)O
D0W5HK,T59102,D0K2YG,5328512,COC1=CC2=C(C=C1)N(C=N2)C3=CC=C(C=C3)N
D0W5HK,T59102,D0CW1Q,13085778,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=CC=C3
D0W5HK,T59102,D0Y1CJ,44331209,CCOC1=CC(=CC=C1)OC2=C3C=C(C(=CC3=NC=C2)OC)OC
D0W5HK,T59102,D01XDV,22132763,COC1=CC=CC=C1OC2=C3C=C(C(=CC3=NC=C2)OC)OC
D0W5HK,T59102,D0ZS3F,22132767,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=CC(=C3)[N+](=O)[O-]
D0W5HK,T59102,D0VJ5W,44331325,CC1=CC(=CC=C1)OC2=C3C=C(C(=CC3=NC=C2)OC)OC
D0W5HK,T59102,D02QBH,22132655,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=CC(=C3)N
D0W5HK,T59102,D03IPZ,22132626,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC(=CC=C3)F
D0W5HK,T59102,D0R8BC,22132780,COC1=CC=C(C=C1)OC2=C3C=C(C(=CC3=NC=C2)OC)OC
D0W5HK,T59102,D03FCU,44331127,CCC1=CC(=CC=C1)OC2=C3C=C(C(=CC3=NC=C2)OC)OC
D0W5HK,T59102,D0F1RU,44331261,COC1=C(C(=CC=C1)OC2=C3C=C(C(=CC3=NC=C2)OC)OC)OC
D0W5HK,T59102,D0C2KK,44330968,COC1=CC(=CC(=C1)OC2=C3C=C(C(=CC3=NC=C2)OC)OC)OC
D0W5HK,T59102,D0K3CJ,22646527,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=CC(=C3)O
D0W5HK,T59102,D09QTC,22132666,COC1=CC(=CC=C1)OC2=C3C=C(C(=CC3=NC=C2)OC)OC
D0W5HK,T59102,D09PUW,13454368,COC1=CC2=C(C=C1)OC(=C2)C(=O)C3=CC4=C(O3)C=CC(=C4)OC
D0W5HK,T59102,D01FWD,606669,C1=CC=C(C=C1)N2C=NC3=CC=CC=C32
D0W5HK,T59102,D00QCB,130724,CCCCCCCCCCCCCCCCCCOCC1(CCCO1)COP(=O)([O-])OCC[N+](C)(C)C
D0W5HK,T59102,D0T2ER,24767976,CC1=C(C=C(C=C1)OC2=NN3C=C(N=C3C=C2)NC(=O)C4CC4)NC(=O)C5=CC(=NN5C)C
D0W5HK,T59102,D00DRL,44137946,CN1C=C(C=N1)C2=CC3=C(C=CC4=C(C3=O)C=C(C=C4)NS(=O)(=O)N(C)CC5COCCO5)N=C2
D0W5HK,T59102,D0Z6MT,16662431,CCN(CC)CCN1CCC2=C(C1=O)C(=C(N2)C=C3C4=C(C=CC(=C4)F)NC3=O)C
D0W5HK,T59102,D02WVT,25031915,CNC(=O)C1=CC=CC2=C1C=CC(=C2)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC
D0W5HK,T59102,D01PZD,5329098,CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C
D0W5HK,T59102,D03WTT,5468216,COC1=C(C=C(C=C1)C=C(C#N)C2=CN=CC=C2)OC
D0W5HK,T59102,D06GBK,2048,CC1=CC2=NC=C(N=C2C=C1C)C3=CC=CC=C3
D0W5HK,T59102,D0YX2B,5329102,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
D0W5HK,T59102,D0D3FB,44225624,CC1=C(C(=CC=C1)Cl)C(=O)NNC(=O)C2=CC(=C(C=C2)C)NC3=NC=CC(=N3)C4=CN=CC=C4
D0W5HK,T59102,D0XQ5F,44227512,CC1=C(C(=CC=C1)I)C(=O)NNC(=O)C2=CC(=C(C=C2)C)NC3=NC=CC(=N3)C4=CN=CC=C4
D0W5HK,T59328,D0O8GK,71496458,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC
D0W5HK,T59328,D0AH2V,9931101,CCOC(=O)C1=C(C(=O)C2=C(C=C(C=C2O1)O)O)C3=CC(=CC=C3)Br
D0W5HK,T59328,D05MEY,59142777,CCN1CCN(CC1)C(=O)NC2=C(C=C3C(=C2)C(=NC=N3)NC4=CC=CC(=C4)C#C)OC
D0W5HK,T59328,D0NJ3Q,44607360,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl
D0W5HK,T59328,D0Y6MD,16129168,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCN4CCOCC4
D0W5HK,T59328,D0J3EA,76189192,CN1CCC2C1CN(C2)C(=O)NC3=C(C=C4C(=C3)C(=NC=N4)NC5=CC=CC(=C5)C#C)OC
D0W5HK,T59328,D0E5IP,3795,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)O)Br)OC
D0W5HK,T59328,D03BJB,9549299,C1CC1C(=O)NC2=CC=CC(=C2)NC3=NC=NC(=C3)NC4=CC=CC(=C4)C(F)(F)F
D0W5HK,T59328,D0X4OU,9843206,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OCC4=CC=CC=C4)OC
D0W5HK,T59328,D05FFT,11566580,CC#CC(=O)NC1=NC=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl
D0W5HK,T59328,D03EHM,24905142,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N
D0W5HK,T59328,D07UYV,2857,CCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OCC
D0W5HK,T59328,D02KVB,5328804,C1=CC(=CC=C1C=C(C#N)C(=C(C#N)C#N)N)O
D0W5HK,T59328,D0H3UI,2063,COC1=CC=C(C=C1)C=C(C#N)C#N
D0W5HK,T59328,D0U6WB,2427,CN1C=NC2=C1C=C3C(=C2)C(=NC=N3)NC4=CC(=CC=C4)Br
D0W5HK,T59328,D06BJG,71556703,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C(=O)NC3=CN=C(N=C3)NC4=CC(=CC=C4)NC(=O)CNC(=O)C=C
D0W5HK,T59328,D0EH6L,10360970,CC1=CC=C(C=C1)NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=C(C=C4)C
D0W5HK,T59328,D0ZH1U,2051,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC
D0W5HK,T59328,D0HM5W,5328042,C1=CC(=CC(=C1)Br)NC2=NC=NC3=C2C=C(C=C3)N
D0W5HK,T59328,D00TJF,11807783,C1=CC(=CC(=C1)Cl)NC2=NC=NC3=C2C=C(C=C3)N
D0W5HK,T59328,D03ATU,4707,CNC1=NC=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br
D0W5HK,T59328,D0G9KD,5328245,C1=CC=C2C=C3C(=CC2=C1)C(=NC=N3)NC4=CC(=CC=C4)Br
D0W5HK,T59328,D03HLH,44331231,COC1=C(C=C2C(=C1)C(=NC=N2)OC3=CC(=CC=C3)Br)OC
D0W5HK,T59328,D05QMN,44331083,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC(=CC=C3)Br
D0W5HK,T59328,D02ZRO,735125,C1=CC=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br
