drug_name,targets,shared_by,shared_by_cid,shared_by_smiles
D00STL,T38284,D0D5EW,5311104,CC1=C(C=CC(=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl)F
D00STL,T38284,D03NPX,447077,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC(=CC=C4)SC
D00STL,T38284,D0AW4W,11537051,COC1=CC=C(C=C1)C2=CC=CC=C2C3=CC(=CC(=C3)OC)OC
D00STL,T38284,D0PI0R,11609210,COC1=CC(=CC(=C1)C2=CC=CC=C2C3=CC=C(C=C3)O)OC
D00STL,T38284,D0H4YH,11594901,COC1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC(=CC(=C3)OC)OC
D00STL,T38284,D0QG6G,11493254,COC1=CC(=CC(=C1)C2=CC=CC(=C2)C3=CC=C(C=C3)O)OC
D00STL,T38284,D00AII,5281727,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC
D00STL,T38284,D05YAD,24856901,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)NCCCCCCC(=O)NO)C
D00STL,T38284,D0Y4EU,24756907,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)NCCNCCCCCC(=O)NO)C
D00STL,T38284,D0WL1U,24826799,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5
D00STL,T38284,D0Z1RJ,387042,C1C2CC3CC1CC(C2)(C3)OC(=O)C4=CC=C(C=C4)NCC5=C(C=CC(=C5)O)O
D00STL,T38284,DL8T4I,89884852,CC1=C(C(=CC=C1)Cl)C(=O)NNC(=O)C2=CC(=C(C=C2)C)C#CC3=CC4=CC=CC=C4N=C3
D00STL,T38284,D0G0VV,11387605,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CCC(C3)N(C)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CN=C5
D00STL,T38284,DH5RN1,51038269,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CC5=C(NN=C5)N=C4
D00STL,T38284,D01NIR,16063245,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=NC=CN=C5
D00STL,T38284,DSHT18,72165228,C1CN(CC1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4
D00STL,T38284,D0AZ3C,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
D00STL,T38284,D0E6XR,3062316,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
D00STL,T38284,D0C9ZW,46928937,C1=CC(=CC(=C1)C(F)(F)F)CNC2=NC=C3C4=C(C=NC=C4)NC5=C(C3=N2)C=CC=N5
D00STL,T38284,D0K3BR,46929350,C1=CC2=C(NC3=C(C=CN=C3)C4=CN=C(N=C24)NCC5=CC=C(C=C5)Cl)N=C1
D00STL,T38284,D0OY0U,46909564,C1=CC2=C(NC3=C(C=CN=C3)C4=CN=C(N=C24)NCC5=CC(=C(C=C5)F)F)N=C1
D00STL,T38284,D04UXO,25156740,CC1=CN(C=N1)C2=CC(=CC(=C2)NC(=O)C3=CC=CC4=C3C=CC(=C4)OC5=CC(=NC=C5)NC6=CC=CC=N6)C(F)(F)F
D00STL,T38284,D0PF2F,59314436,CC1=NC=C(N1)C2=CC(=CC(=C2)NC(=O)C3=CC=CC4=C3C=CC(=C4)OC5=CC(=NC=C5)NC(=O)C6CC6)C(F)(F)F
D00STL,T38284,D0E6EP,42626200,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(S2)C=CC(=O)NO)NC3=NC(=CS3)C4=CN=CC=C4
D00STL,T38284,D0JY1I,74821251,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)C=CC(=O)NO)NC3=NC(=CS3)C4=CN=CC=C4
D00STL,T38284,D01OYY,11562629,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)NC3=NC=CC(=N3)C4=CN=CC=C4
D00STL,T38284,D0KR7K,11548024,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)S(=O)(=O)C(F)(F)F)NC3=NC=CC(=N3)C4=CN=CC=C4
D00STL,T38284,D0I5VG,53345434,CC1=C(C=C(C=C1)NC(=O)C2=CC(=NN2CC3=CC=C(C=C3)F)C)NC(=O)C4=CSC5=C4N=CN=C5N
D00STL,T38284,D0JR7X,53345642,CCN1CCN(CC1)C2=NC=C(C=C2)NC(=O)C3=CC(=C(C=C3)C)NC(=O)C4=CSC5=C4N=CN=C5NC6CC6
D00STL,T38284,D03EMY,25123000,C1=CC(=CC(=C1)C(F)(F)F)C(=O)NC2=CC(=CC=C2)NC(=O)C3=C4C=CNC4=NC=C3
D00STL,T38284,D0Z7DA,25110837,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)NC3=NC=NN3C4=NC=NC(=C4)NC
D00STL,T38284,D0L7XM,42628828,CS(=O)(=O)NC1=CC=C(C=C1)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F
D00STL,T38284,D05HDJ,49782106,C1=CC(=CN=C1)CN2C3=NC=NC(=C3C=N2)NC4=CC=C(C=C4)OC(F)(F)F
D00STL,T38284,D0HF0R,25015762,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC4=C(C=C3)N=C(C=C4)C(F)(F)F)N5CCN(CC5)C6CCN(CC6)C
D00STL,T38284,D0BJ6M,46861598,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C4CC4)NC5=NC=CC(=N5)C6=CN=CC=C6
D00STL,T38284,D02VDD,76283824,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4C5CC5)Cl)OC)C#N)OC
D00STL,T38284,D0B0BJ,46183444,C1COCCN1C2=CN=C(C=C2)C3=CC4=C(C=C3)NC5=C4C=C(C=N5)C=CC6=CC=CC=C6
D00STL,T38284,D02KNW,72203009,C1=CC(=CC(=C1)C(=O)NC2=CC=C(C=C2)OC(F)(F)Cl)C3=CN=CN=C3
D00STL,T38284,D09ZFM,72203013,CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)OC(F)(F)F)C3=CN=CN=C3
D00STL,T38284,D09WKF,89906474,C1=CC(=CC=C1NC(=O)C2=CC(=C(N=C2)Cl)C3=CN=CN=C3)OC(F)(F)Cl
D00STL,T38284,D0AP4V,58514479,C1=CC=C(C=C1)C=CC2=CC3=C(NC4=CC=CC=C43)N=C2
D00STL,T38284,D00AIO,66765887,COC1=CC=C(C=C1)C2=C3C4=CC=CC=C4NC3=NC=C2
D00STL,T38284,D0BK6R,72203014,CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)OC(F)(F)F)N3C=CN=C3
D00STL,T38284,D01KIJ,72545600,C1CN(CC1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=C(C=NN4)F
D00STL,T38284,D0IA4G,89904553,C1CN(CC1O)C2=C(C=C(C=C2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=C(C=NN4)F
D00STL,T38284,D08IUE,72545851,C1CN(CC1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=C(C=NN4)F
D00STL,T38284,D04ZXR,25011745,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)N
D00STL,T38284,D0F5HC,136248912,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN(C(=N4)C5=NC=C(N5)C(F)(F)F)C
D00STL,T38284,D01UBA,135565531,CCCC1=NOC(=N1)C=CC2=CC(=C(C=C2)O)O
D00STL,T38284,D08PXF,25071810,CCC(=O)NC1=CC=C(C=C1)SC2=NC(=CC(=N2)N3CCC4(CCN(C4)C)CC3)NC5=NNC(=C5)C
D00STL,T38284,D0B5DX,25072757,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)CC(F)(F)F)N4CCC(CC4)N5CCCC5
D00STL,T38284,D0BE9U,59173275,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC(=C2)CNC(C)C)C(F)(F)F)NC3=CC(=NN3C4=NC=NC(=C4)NC)C
D00STL,T38284,D0D3FB,44225624,CC1=C(C(=CC=C1)Cl)C(=O)NNC(=O)C2=CC(=C(C=C2)C)NC3=NC=CC(=N3)C4=CN=CC=C4
D00STL,T38284,D0EF5T,44129660,C1=CC(=CC(=C1)C(=O)NCCO)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F
D00STL,T38284,D0KL5M,72725269,CC1=C(C=C(C=C1)C(=O)NC2=CC3=C(C=C2)C(CC3(F)F)N4CCN(CC4)C)C#CC5=CN=C6N5N=CC=C6
D00STL,T38284,D0KT5W,136413211,C1=CC=C(C=C1)CC2=NOC(=N2)C=CC3=CC(=C(C=C3)O)O
D00STL,T38284,D0O0YI,25066467,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=C(C=C(C=C2)OC3=CC(=NC=C3)C(=O)NC)F)C4=CC5=C(C=C4)N=CC=C5
D00STL,T38284,D0U2LO,45381436,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)NC(=O)C5CC5
D00STL,T38284,D0XQ5F,44227512,CC1=C(C(=CC=C1)I)C(=O)NNC(=O)C2=CC(=C(C=C2)C)NC3=NC=CC(=N3)C4=CN=CC=C4
D00STL,T38284,D0XU3A,45381323,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)NC(=O)C5CCCC5
D00PBX,T31309,D0V7PX,454878,CC1=CC2=C(C(=C(C=C2C(=C1C3=C(C4=CC(=C(C(=C4C=C3C)C(C)C)O)O)O)O)O)O)C(C)C
D00PBX,T31309,D06AQG,135468219,C1=CC=C(C=C1)C2=NC3=[N+](C4=CC=CC=C4[N+](=C3C(=N2)N)[O-])[O-]
D00PBX,T31309,D0S6IW,77280325,CCC(C)C(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)N
D00PBX,T31309,D04RTY,16090304,C1=CC=C(C=C1)CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=CC=C3
D00PBX,T31309,D0X0CS,16090303,CC(C)C1=CC(=C(C(=C1O)O)O)C(=O)NC2=CC=CC=C2
D00PBX,T31309,D0D6BH,379493,C1=CC=C(C=C1)CC2=CC(=C(C=C2CC3=CC=CC=C3)O)O
D00PBX,T31309,D00LHS,11455910,CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C
D00PBX,T31309,D2Y7ZG,137355972,C1CC2(C1)CCC(=C(C2)C3=CC=C(C=C3)Cl)CN4CCN(CC4)C5=CC(=C(C=C5)C(=O)NS(=O)(=O)C6=CC(=C(C=C6)NCC7COCCO7)[N+](=O)[O-])OC8=CN=C9C(=C8)C=CN9
D00PBX,T31309,D0Z0HH,3503,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O
D00PBX,T31309,D02OZK,11404337,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C
D00PBX,T31309,DY4OZ6,10281,CC1=CC(=O)C(=CC1=O)C(C)C
D00PBX,T31309,D06ETI,24978538,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C
D00PBX,T31309,D05RJP,118984457,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)([O-])OC3CC(OC3COP(=S)([O-])OC4CC(OC4COP(=S)([O-])OC5CC(OC5COP(=S)([O-])OC6CC(OC6COP(=S)([O-])OC7CC(OC7COP(=S)([O-])OC8CC(OC8COP(=S)([O-])OC9CC(OC9COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1CO)N1C=C(C(=O)NC1=O)C)N1C=CC(=NC1=O)N)N1C=C(C(=O)NC1=O)C)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C(N=CN=C21)N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C(N=CN=C21)N)O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
D00PBX,T31309,D06DLI,4021,CC1=NN(C(=O)C1)C2=CC=CC=C2
D00PBX,T31309,D0C4RB,36314,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
D00PBX,T31309,D0L8WH,46228957,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-]
D06ETI,T31309,D0V7PX,454878,CC1=CC2=C(C(=C(C=C2C(=C1C3=C(C4=CC(=C(C(=C4C=C3C)C(C)C)O)O)O)O)O)O)C(C)C
D06ETI,T31309,D06AQG,135468219,C1=CC=C(C=C1)C2=NC3=[N+](C4=CC=CC=C4[N+](=C3C(=N2)N)[O-])[O-]
D06ETI,T31309,D0S6IW,77280325,CCC(C)C(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)N
D06ETI,T31309,D04RTY,16090304,C1=CC=C(C=C1)CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=CC=C3
D06ETI,T31309,D0X0CS,16090303,CC(C)C1=CC(=C(C(=C1O)O)O)C(=O)NC2=CC=CC=C2
D06ETI,T31309,D0D6BH,379493,C1=CC=C(C=C1)CC2=CC(=C(C=C2CC3=CC=CC=C3)O)O
D06ETI,T31309,D00LHS,11455910,CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C
D06ETI,T31309,D2Y7ZG,137355972,C1CC2(C1)CCC(=C(C2)C3=CC=C(C=C3)Cl)CN4CCN(CC4)C5=CC(=C(C=C5)C(=O)NS(=O)(=O)C6=CC(=C(C=C6)NCC7COCCO7)[N+](=O)[O-])OC8=CN=C9C(=C8)C=CN9
D06ETI,T31309,D0Z0HH,3503,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O
D06ETI,T31309,D02OZK,11404337,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C
D06ETI,T31309,DY4OZ6,10281,CC1=CC(=O)C(=CC1=O)C(C)C
D06ETI,T31309,D05RJP,118984457,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)([O-])OC3CC(OC3COP(=S)([O-])OC4CC(OC4COP(=S)([O-])OC5CC(OC5COP(=S)([O-])OC6CC(OC6COP(=S)([O-])OC7CC(OC7COP(=S)([O-])OC8CC(OC8COP(=S)([O-])OC9CC(OC9COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1CO)N1C=C(C(=O)NC1=O)C)N1C=CC(=NC1=O)N)N1C=C(C(=O)NC1=O)C)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C(N=CN=C21)N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C(N=CN=C21)N)O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
D06ETI,T31309,D06DLI,4021,CC1=NN(C(=O)C1)C2=CC=CC=C2
D06ETI,T31309,D00PBX,49846579,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
D06ETI,T31309,D0C4RB,36314,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
D06ETI,T31309,D0L8WH,46228957,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-]
D06ETI,T56510,D0T3VP,2782689,C1=CC(=CC=C1C2=CC=C(C=C2)F)C(=O)O
D06ETI,T56510,D2SJZ9,24779760,CNC1=NC2=CC=CC=C2N3C1=NC=C3CCC4=CC=CC=C4
D06ETI,T56510,D02OZK,11404337,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C
D06ETI,T12355,D02JEZ,5281426,C1=CC(=CC2=C1C=CC(=O)O2)O
D06ETI,T12355,D0A5RM,9859248,C1=CC(=O)C=CC1=NNC2=C(NN=C2N)N
D06ETI,T12355,D06AOY,15422868,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CNC4=CC=CC=C43
D06ETI,T12355,D00NYT,10946795,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=C(C=C3)OC
D06ETI,T12355,D0C3WY,2752461,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
D06ETI,T12355,D0EK0G,11572699,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
D06ETI,T12355,D0T0KT,11248490,COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)OP(=O)(O)O
D08MXP,T85799,D0NV9O,75114219,CC(C(C)OC1=NC(=NC=C1C(F)(F)F)NC2=CC=C(C=C2)S(=N)(=O)C3CC3)O
D08MXP,T85799,D09RYV,9911652,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC(=C(S3)C(=O)C4=CC5=C(C=C4)OCCO5)N
D08MXP,T85799,D0P6JS,11675054,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC(=C(C=C3)C(=O)NC)F
D08MXP,T85799,D04WFN,10202471,CCN(CC)C(=O)C1=CC=C(C=C1)NC2=NC3=C(C(=N2)OCC4CCCCC4)NC=N3
D08MXP,T85799,D0D5HQ,5330797,C1=CC=C2C(=C1)C3=C4C(=C5C6=C(C=C(C=C6)Br)NC5=C3N2)C(=O)NC4=O
D08MXP,T85799,D0VD8B,3004085,COC1=C2C(=C(C=C1)OC)NC3=CC=CC=C3C2=S
D08MXP,T85799,D07HPE,481747,CC1=CC=C(C=C1)NC2=CC(=O)C3=C(C2=O)N=C(S3)C
D08MXP,T85799,D09OAH,73292,C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O.[Cl-]
D08MXP,T85799,D02DLC,6539361,COC1=CC=CC(=C1)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3
D08MXP,T85799,D0O0VP,6539367,COC1=C(C=C(C=C1)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3)OC
D08MXP,T85799,D0T2VG,5330598,C1=CC=NC(=C1)NC(=O)NC2=CC=CC3=C2C=CC=N3
D08MXP,T85799,D0M8CO,5330595,C1=CC=NC(=C1)NC(=O)NC2=CC=CC3=C2C=C(C=C3)O
D08MXP,T85799,D0G4JS,5330597,C1=CC=NC(=C1)NC(=O)NC2=CC3=C(C=C2)C=NN3
D08MXP,T85799,D0X1NW,5330596,C1=CC=C2C(=C1)C3=C(C2=O)C=CC=C3NC(=O)NC4=CC=CC=N4
D08MXP,T85799,D0EK0G,11572699,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
D08MXP,T85799,D0Y5RO,4566,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N
D08MXP,T85799,D0A5RM,9859248,C1=CC(=O)C=CC1=NNC2=C(NN=C2N)N
D08MXP,T85799,D06AOY,15422868,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CNC4=CC=CC=C43
D08MXP,T85799,D00NYT,10946795,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=C(C=C3)OC
D08MXP,T85799,D0C3WY,2752461,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
D08MXP,T85799,D03VDM,787236,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NCCC3=CNC4=CC=CC=C43
D08MXP,T85799,D0W6CE,10644450,CCC(C)C1C(C2C(CC(CC2(C(=O)C1(C)O)O)(C)O)C)(C)C(=O)C=COC
D08MXP,T85799,D0Z0KD,5330258,C1CC2CC1CC2N3C(=O)C=CC4=CN=C(N=C43)NC5=CC=C(C=C5)N6CCC(CC6)CCCO
D08MXP,T85799,D04FHB,6918852,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C
D08MXP,T85799,D00VBT,59733314,CN1CCN(CC1)C2=CC(=CC(=C2)C(=O)NC3=C(NN=C3)C(=O)NC4CCCCC4)Cl
D08MXP,T85799,D0DX4J,67409219,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=C(C=C(C=C4)C(F)(F)F)Cl)O)O
D08MXP,T85799,D03DKV,11285001,COCCN1CCN(CC1)CC2=CC=C(C=C2)C3=NNC4=C3C(=O)C5=C4C=CC=C5NC(=O)NN6CCOCC6.Cl.Cl
D08MXP,T85799,D0IX4B,135413565,CCNCC1=CN=CC(=C1C)C2=CC3=C(C=C2)NN=C3C4=NC5=C(N4)C=C(C=C5F)F
D08MXP,T85799,D0P1CV,46191454,CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C
D08MXP,T85799,DKCU40,72195175,CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5
D08MXP,T85799,D05IRT,23643975,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl
D08MXP,T85799,D01UMT,5327686,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=CC(=C5)[N+](=O)[O-])C
D08MXP,T85799,D0W8IY,23643976,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
D08MXP,T85799,D0WU1O,86269224,CC(C)N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6
D08MXP,T85799,D00UZR,5330286,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
D08MXP,T85799,D0AP9E,68029831,CN1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6
D08MXP,T85799,D07ESC,11561674,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC
D08MXP,T85799,D05SBO,46220502,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
D08MXP,T85799,D01HVT,57334219,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O
D08MXP,T85799,D04AKA,53378895,CC(C)(C)C1=CC=C(C=C1)N2C(=CC3=CN=C(N=C32)NC4=NC=C(C=C4)C(=O)N5CC6CCC(C5)N6)C(=O)N(C)C
D08MXP,T85799,D0WT7D,46937330,CN(C)C1CCN(CC1)C2=NC3=C(C=C2)NC(=N3)C(=O)C4=CC(=C(C=C4)C#N)C5=CN=CC6=CC=CC=C65
