ttid , smile
D01PGU , CCCCCC=CC=C1C(C=CC1=O)CC=CCCCC(=O)O
D01PGY , CCCCC#CC1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)NOC
D01PIL , CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC
D01PIU , CCC1=CN(C2=C1C=C(C=C2)Cl)C3=CC=C(C=C3)F
D01PJR , CC1=C(C(=CC=C1)C)NC(=O)C(C)N
D01PKC , CC1=CSC2=C1N=CN=C2NC(C)CN3CCN(CC3)S(=C)(=C)C4=CC(=C(C=C4)Cl)Cl
D01PKG , failed
D01PKZ , CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC(=O)C=CC3=CC=C(C=C3)F
D01PLH , CC(CO)(CO)NCC1=CC2=C(C=C1)N(C3=C2C4=CC=CC=C4C=C3)C
D01PLN , CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O
D01PLP , C1=CC(=CC2=CC(=C(C=C21)O)C(=O)O)O
D01PLR , CC1=C(C=CC=N1)NC(=O)C2=CC3=C(C=C2)C4(CCC(CC4CC3)(C(F)(F)F)OP(=O)(O)O)CC5=CC=CC=C5
D01PNM , CC(=CCC(CC1=C2C(=C(C=C1O)OC)C(=O)CC(O2)C3=C(C=C(C=C3)O)O)C(=C)C)C
D01POG , CCCCCCCN(CCC1=CC=C(C=C1)OC(C)(CC)C(=O)O)C(=O)NC2=C(C=C(C=C2)F)F
D01PPR , CC1CCC(CC1)NCC2=C(C(=O)N(C=C2)CC3=CC=CC=C3)O
D01PPZ , CCC(C)CCN1C2=NC(=C(C(=C2C=N1)N)C(=O)OCC)C
D01PSK , CC(CC1=NC(=CC(=N1)OC)OC)(C#N)C2=CC3=C(C=C2)C4=C(CCCC4)C(=O)N3
D01PSS , C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
D01PSU , C1=CC2=C(C=C1Cl)C(=C(N2)C3=C4C=C(C=CC4=NC3=O)Cl)NO
D01PTE , C1CC2=C(C=CC(=N2)OCC3=CC=CC=C3)C(=O)C1
D01PUS , C1CCC2(CC1)N(C(=O)C3=C(O2)C=C(C=C3)OS(=O)(=O)C4=CC=CS4)CC5=CC=CC=C5
D01PWK , C1=CC(=CC(=C1)Br)CN2C(NC3=C(S2(=O)=O)C(=CC(=C3)Cl)Cl)C(=O)O
D01PWM , CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C=C(C5=C4OC(=C(C5=O)CC=C(C)C)C6=C(C=C(C=C6)O)O)O)O
D01PWO , C1=CC=C(C(=C1)CSCCC(C(=O)O)N)[N+](=O)[O-]
D01PYM , CCOP(=O)(OCC)OCC(COC(=O)C1=CC=CC=C1OC(=O)C)OP(=O)(OCC)OCC
D01PYU , C1CC(CN(C1)CCC2=CC=CC=C2)C3=C(NC4=CC=CC=C43)C5=CC=CC=C5
D01PZD , CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C
D01PZP , CC(CCCC(C)(C)O)CC=O
D01PZU , CCNC(=O)C1=CN=C(C(=N1)C2=CC=C(C=C2)C)C3=CC=C(C=C3)C
D01QAR , CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C2C(=O)N(CS2)N(C)C
D01QBK , C1CCC(CC1)N2C3=NC=NC(=C3N=C2Br)N
D01QCJ , C1=CC=C(C=C1)C2=CC(=C3C=CC(=O)C=C3)NC(=C2)C4=CC=C(C=C4)O
D01QDG , COC1=CC=CC2=C1CC3=C(C2=O)C=CC=C3O
D01QGX , C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O.Cl
D01QIN , CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
D01QJT , CC1=CN=C(S1)C(CC(=O)O)C2=CC(=CC(=C2)C3=CC=CC(=C3)CC(=O)N)Cl
D01QKK , CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl
D01QKR , CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C3CC4=C(C=CC=C4OC)OC3
D01QKX , CCCCCCCCCCCCCCCCCC=CCCC=CCCCC(=O)O
D01QLH , CCCCCON=O
D01QML , CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO
D01QNR , CC1CC(CC(C1)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F
D01QOB , CCCCOC1=CC=C(C=C1)C(=O)NCC(=O)NO
D01QOU , CC(=CC1=CC=C(C=C1)CC2=CN=CC=C2)C(=O)[O-].[Na+]
D01QPX , CN1C2=C(C=C(C=C2)NC3=NN4C(=CN=C4C(=N3)NC5CC5)C#N)C(=N1)C#N
D01QQD , C1=CC=C(C=C1)C(CSCC(=O)NC(CCCN=C(N)N)C(=O)O)C2=CC=CC=C2
D01QQM , C1CN(CCC1OCC(=O)O)C(=O)C(CC2=CC=C(C=C2)O)NC(=O)C3=CC=C(C=C3)C(=N)N
D01QRG , CC1(COC(OC1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)C(=O)N5CCOCC5
D01QRR , C1CCC(C1)C(=O)OC2COC3C2OCC3OC(=O)NCC4=CC=CC=C4
D01QSG , CNC(CC1CCCOC1)CNC(=O)N2CCCC(C2)C(C3=CC(=CC=C3)Cl)OCCNC(=O)OC
D01QSO , C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4
D01QSU , CC(C)CC(C(=O)C(C=O)(C(C1=CC=CC=C1)(C(=O)CCN)C(=O)C(CC(C)C)O)N(C)C(=O)C(CC(=C)C)O)N
D01QUF , CC(=O)C1(CN(CC1C2=CC(=C(C=C2)OC)OC3CCCC3)C(=O)OC)C
D01QUS , CC(C=CC(C1CC1)O)C2CCC3C2(CCCC3=CC=C4CC(CC(C4=C)O)O)C
D01QWL , CCCCCCCCC=CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)O
D01QWO , CCCCOC1=CC=C(C=C1)OC2=CC=C(C=C2)O
D01QXL , C1=CC2=C(C=CC(=C2)O)C(=C1)C3=NC4=C(O3)C=CC(=C4)O
D01QXY , CC1=CC(=CC(=C1CC2=CC(=C(C=C2)O)C(C)C)C)OCC(=O)O
D01QYA , CC1=CC=C(C=C1)CN(CCN(C)C)CC2=CC=CC=C2
D01QYQ , CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC(=O)NC4=CC=C(C=C4)C#N
D01RAD , CC1=C(C(C(=C(N1)C)[N+](=O)[O-])C2=CC=CC=C2C(F)(F)F)C(=O)OC
D01RAE , C1COC(C2=CC=CC=C21)CCN3CCN(CC3)C4=CC=C(C=C4)S(=O)(=O)N
D01RAN , CC(=O)SC1COC2C1OCC2O[N+](=O)[O-]
D01RBE , CC1=NN(C(=C1)C2CCN(CC2)C(=O)C3CN(CC3C4=C(C=C(C=C4)F)F)C(C)(C)C)C5=CC(=C(C=C5)F)Cl
D01RBK , CCC(C)C1C(=O)NC(=C)C(=O)NC(C(=O)NC(CSCC(C(=O)N1)NC(=O)C(=CC)NC(=O)C(C(C)CC)N)C(=O)NC2C(SCC(NC(=O)CNC(=O)C3CCCN3C2=O)C(=O)NC(CCCCN)C(=O)NC4C(SCC(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC4=O)C)CC(C)C)CCSC)C(=O)NC(CC(=O)N)C(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC5C(SCC6C(=O)NC(C(=O)NC(CSC(C(C(=O)N6)NC(=O)C(NC5=O)C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(CC7=CN=CN7)C(=O)NC(C(C)C)C(=O)NC(=C)C(=O)NC(CCCCN)C(=O)O)CC8=CN=CN8)C)C)C)CC(C)C
D01RBP , CC(C(=O)OC)NP(=O)(OCC(C)(C)C(C(=O)NCCC(=O)OC)O)OC1=CC=CC=C1
D01RBR , CCCCP(=O)(CCCN)O
D01RCC , CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(CNCC(C(CC2=CC=C(C=C2)OCC(=O)N3CCOCC3)NC(=O)OC(C)(C)C)O)O
D01RCS , C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54
D01RDB , C1=CC=C(C(=C1)C2=NC3=CC=CC=C3N2)C(=O)N=C(N)N
D01REE , CC(=C)C(=O)OCCN(C)C.C=C
D01REI , C1=CC(=CC=C1CC2=CC=NC=C2)C3=CC(=C(C=C3)O)O
D01RFF , CCOC1=C(C=CC(=C1)C(C)(C)C)C2COC(=N2)C3=C(C=CC=C3F)F
D01RFG , CC1C2CC3=C(C1(CCN2CC4CC4)C)C=C(C=C3)C(=O)N
D01RFI , CCCCCC(=CC=CC(=O)NC(C)CCCC1=CN=CC=C1)C2=CC=C(C=C2)OC
D01RGG , CC(C)(C)C1=CSC(=N1)NC2=CC=CC3=C2C=CN3
D01RGM , CCSC(=NC1=CC=C(C=C1)C(F)(F)F)N
D01RHR , CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C(=O)NC3=CN=C(N=C3)NC4=CC(=CC=C4)NC(=O)C=C
D01RIP , CC1(C(N(CS1)C(=O)C(C(CC2=CC=CC=C2)NC(=O)COC3=C(C=CC=C3F)F)O)C(=O)NC4C(CC5=CC=CC=C45)O)C
D01RIT , CCCC=CC1=CC=C(S1)C2=C(C(=NN2C3=C(C=C(C=C3)Cl)Cl)C(=O)NN4CCCCC4)C
D01RJV , CC1C(CCN1)C2=CN=CN2
D01RJY , C1=CC=C(C=C1)C2=CC=C(C=C2)CCCCCCC(=O)NO
D01RKI , C1CCN2CCC3C(=CC(CCC=CC1)(C4C3(C2)CC5N4CCCC(=O)CC5)O)C6=NC=CC7=C6NC8=C7C=CC=C8OS(=O)(=O)C9=CC=C(C=C9)Br
D01RKQ , CCC(C)C1C(=O)NCC(=O)N(C(C(=O)NC(C(=O)OC(C(=O)N2CCCCC2C(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)CC)C)CC(=O)OC(C)(C)C)C)C(C)C)C(C)C)C)C)CC3=CC=C(C=C3)OC)C(C)C)C
D01RLF , CCOC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2
D01RNA , CC(CCC=C(C)C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
D01RPD , CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)C=CC=CC3=CC=CC=C3
D01RPM , CCCCCCCCC=C(CCCCCCCC(=O)O)[N+](=O)[O-]
D01RQE , CC(=O)NC1=CC=CC(=C1)C2CCN(CC2)CCCN3C(=O)C4=CC=CC=C4C(=N3)N5CCSCC5
D01RQK , CCCCCC=CC=C1C(C=CC1=O)CC=CCCCC(=O)O
D01RQN , CC(C)(C)OC(=O)N1CC(C(C1)C(=O)O)C2=CC=C(C=C2)OC
D01RRF , CC1=NSC(=C1)NC(=O)C(=O)C2=C3C=CC=CN3C(=C2)CC4=CC=C(C=C4)C#N
D01RSH , C1=CC(=CC(=C1)Br)C(=O)NC2=C(C=CC(=C2)Cl)C(=O)O
D01RTO , C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C(=O)NCC5=C(C=C(C=C5)O)O)O
D01RTR , CC1CCCN1CCC2=CN=CC=C2
D01RTU , CNC(CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)NCC3CCC(CC3)N
D01RUH , COC1=C(C2=C3C(=C1)C=CN=C3C(=O)C4=CC=CC=C42)OC
D01RUK , C1CN(CCC1(C2=C(C=C(C=N2)C(CO)O)Cl)F)C(=O)NC3=CC=C(C=C3)C(F)(F)F
D01RUN , COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3
D01RUO , C1C2=CC=CC=C2C=NC3=CC=CC=C31
D01RVA , C1CC(NC1)CNC(=O)C2=CC(=C(C3=C2OCC3)N)Cl.Cl
D01RVF , C1CC(NC1)COC2=CC=C(C=C2)NCC3=CC=CC=C3
D01RVS , CCC1=C(NC(=O)C(=C1)NCC2=NC3=C(C=CC(=C3O2)Cl)Cl)C.CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C
D01RWS , CC1=C2C(=C(C=C1)C(C)C)C=C(C(=O)O2)CC3=CC=CC=C3
D01RWY , CCCCCC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
D01RXM , COC1=CC2=C(C=C1)NC=C2
D01RXV , C1CN(CCN1)C2=NC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC6=CC=CC=C56)N=C3
D01RXW , CCC1CC1(C(=O)NS(=O)(=O)C2CC2)NC(=O)C3CC4CN3C(=O)C(NC(=O)OCC(CCCCC5=C6CN(CC6=CC=C5)C(=O)O4)(C)C)C(C)(C)C
D01RZP , CC1=C(C=CC(=C1)C2=CSC(=C2)C3=CC(=CC=C3)O)O
D01SAT , CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O
D01SAX , CN(CCCOC1=NSC(=N1)C2=CC=CC=C2)CCC3=CC(=C(C=C3)OC)OC
D01SBC , C1=CC(=CC(=C1)C(=O)NCC(=O)NCCCCC(C(=O)O)NC(=O)OCC2=CC=C(C=C2)C(F)(F)F)C(=O)NCC(=O)NCCCCC(C(=O)O)NC(=O)OCC3=CC=C(C=C3)C(F)(F)F
D01SBP , CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)(C#CC5=CC=C(C=C5)C(=O)C)O)C)C
D01SBZ , CC(CC1=CC=C(C=C1)OCC2=CC=CC=C2)N
D01SDX , CC(C(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCSC)C(=O)O)NC(=O)C(CC2=CC3=C(C=C2)N=C(S3)N)N
D01SEO , CC(C(C1=CC=CC=C1OCC(=O)N)(C2=C(C=CC(=C2)C(C)(C)C)OC)O)N(C)C
D01SGC , CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)O
D01SGK , CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-]
D01SGM , CC(C)CCC(C(CC1CCCCC1)NC(=O)C(CC2=CN=CN2)N(C)C(=O)C(CC3=CC=CC=C3)OC(=O)N(C)CCN(C)C(=O)N4CCOCC4)O.Cl
D01SGP , CC12CCC3C(C1CC(C2=O)CC(=O)NC)CCC4=C3C=CC(=C4)O
D01SHB , C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
D01SHJ , CC(C1=CC=C(C=C1)C(=O)O)NC(=O)C2=C(N(N=C2C(F)F)C)OC3=CC=CC(=C3)C(F)(F)F
D01SHR , CC1=CC=CC=C1OC2C(COC3=CC=CC=C23)CN
D01SHZ , CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2
D01SJC , CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
D01SJL , CC(CN1C2=C(C=CC(=C2Cl)O)C=N1)N
D01SJS , COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O
D01SJT , CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C
D01SKR , failed
D01SLA , CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C
D01SLG , CC1CCC2(CCCCO2)OC1C(C)CC(C3C(=C)C(C4C(O3)CCC5(O4)CCC(O5)C=CC(C)C6CC(=CC7(O6)C(CCC(O7)CC(C)(C(=O)O)O)O)C)O)O
D01SLS , C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=C3Cl
D01SLZ , C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OCC=CCN4C=CC(=O)NC4=O
D01SNR , CC1(C(=C(C(=O)O1)OCC2CC2)C3=CC=C(C=C3)S(=O)(=O)C)C
D01SNS , CCCC(=O)NCCC1=C2C3=CC=CC=C3CN2C4=C1C=C(C=C4)OC
D01SNZ , CC(COCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(O2)C(C8O)O)COCC(C)O)COCC(C)O)COCC(C)O)COCC(C)O)COCC(C)O)COCC(C)O)O)O)O
D01SPD , C1COCCN1C2=NC=NC(=C2)N3C(=C(C=N3)N4C=CN=N4)[O-].[Na+]
D01SPH , C1CC(N(C1)C(C(O)(P(=O)(O)O)P(=O)(O)O)O)C(=O)O
D01SPI , CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(CO)C(=O)NCC(=O)NCC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)CNC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC4CNCN4)NC(=O)C(C(C)O)NC(=O)C(C(C)C)NC(=O)C(CS)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CC(=O)O)NC(=O)C(CS)NC(=O)C(C)N
D01SPJ , CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)(O)OC3CC(OC3COP(=S)(O)OC4CC(OC4COP(=S)(O)OC5CC(OC5COP(=S)(O)OC6CC(OC6COP(=S)(O)OC7CC(OC7COP(=S)(O)OC8CC(OC8COP(=S)(O)OC9CC(OC9COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1COP(=S)(O)OC1CC(OC1CO)N1C=C(C(=O)NC1=O)C)N1C=NC2=C(N=CN=C21)N)N1C=NC2=C(N=CN=C21)N)N1C=NC2=C(N=CN=C21)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)N1C=C(C(=O)NC1=O)C)N1C=NC2=C(N=CN=C21)N)N1C=C(C(=O)NC1=O)C)N1C=NC2=C(N=CN=C21)N)N1C=NC2=C(N=CN=C21)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)N1C=C(C(=O)NC1=O)C)N1C=NC2=C(N=CN=C21)N)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C(N=CN=C21)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)N1C=CC(=NC1=O)N)N1C=NC2=C(N=CN=C21)N)O
D01SQO , C1CN2CC3=CC=CC=C3N=C2C1O
D01SQY , CC1=CC(=CC(=C1O)C)C2=C(C3=C(N2)C=CC(=C3)OC)C
D01SRL , C1CNCC2=C1C=CC(=C2)[N+](=O)[O-]
D01SRS , CC1CC2=C(CN1)C=C(C=C2)[N+](=O)[O-]
D01SSI , C1CC1CN2CCN(CC2)CC3=CC4=C(S3)C(=NC(=N4)C5=C(C=CC6=C5C=CN6)F)N7CCOCC7
D01STB , CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
D01STE , CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)O)O
D01STY , C1=CC(=C(C=C1S(=O)(=O)N)I)N
D01SUE , C1CC(=CC2=CN=CC=C2)C3=CC=CC=C31
D01SUL , CC1(OCC(C(O1)C2=CC=CC=C2)NC(=O)NC3=C(C=C(C=C3)Br)Br)C
D01SUO , CCC(C)C(=O)OC12C(C1(C)C)C3C4C(O4)(C(C5(C(C3(C(C2OC(=O)C(=CC)C)C)O)C=C(C5=O)C)O)O)CO
D01SVO , C1=CN(C(=O)N=C1NO)C2C(C(C(O2)CO)O)O
D01SWK , CC(CC1=CNC2=C1C=CC=C2OCC(=O)O)NCC(C3=CC(=CC=C3)Cl)O
D01SWO , C1C2=CC=CC=C2CC13C4=C(C=C(C=C4)O)C=C3C5=CC(=CC=C5)O
D01SXB , C1COCCN1C2=CC(=O)C=C(O2)C3=CC=CC(=C3)C=O
D01SYO , CC1=NC(=CS1)C#CC2=CC=NC=C2
D01SYU , CC(C)OC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC(=C(C=C4)F)F
D01SZX , C1=CC=C2C(=C1)C(=O)C3=C(C=CC=C3O2)CN4C=CN=C4
D01TBJ , CC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CCCCC1CCSS1
D01TBL , C1=CC=C2C(=C1)C(=CC3=CN=CN3)C(=O)N2
D01TBN , CC(C)C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3
D01TDC , CC1CCN=C(S1)N
D01TDG , CCSC(=NC1=CC=CC=C1)N
D01TDV , CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC4=C(C=C3)C=NN4C5=CC=C(C=C5)OC)OC
D01TEA , CCCCC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)CC)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N
D01TFO , CCC(C)C(C(=O)NNC(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(=O)OC)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)OCC1=CC=CC=C1
D01TFQ , CC1(C(N(CS1)C(=O)C(C(CC2=CC=CC=C2)NC(=O)COC3=CC=CC(=C3)CO)O)C(=O)NC4C(CC5=CC=CC=C45)O)C
D01TGE , CC(C)CC(C1=CC=C(C=C1)C(=O)NCCC(=O)O)OC2=CC=C(C=C2)C3=CC=C(C=C3)C(F)(F)F
D01TGI , C1=CC=C(C=C1)C2=CC(=C(C=C2)OC3=C(C=C(C=C3)Cl)Cl)O
D01THA , CCOC1=C(C=C(C=C1)C2=CC(=NC=N2)NCC(C3=CC=CC=C3)O)Cl
D01THF , CC1=CC(=C(C(=C1)C)SC2=CC(=C(C=C2)C#N)OC)C
D01THG , CC=C(C)C(=O)O
D01TJM , CC(C)CC(C(=O)NC(CO)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCNC(=N)N)C(=O)NCCCCC(C(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)CNC(=O)C(CCCCN)N)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)CNC(=O)C(CCCCN)N
D01TJW , C1CCC(C1)(C(=O)O)NC(=O)NC2=C(C(=CC(=C2)Cl)Cl)C3=CC=CC=C3
D01TJY , CC1=C(N=C(N=C1N2CCC(CC2)C3=NC4=C(CCCN4)C=C3)C)NCC(C(=O)O)NS(=O)(=O)C5=CC=C(C=C5)OC
D01TKS , CC(C(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCSC)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)N
D01TLN , COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OCCCCOC6=CC=CC=C6
D01TMC , CCN1N=C(N=N1)NC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24
D01TMQ , CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
D01TNT , CC(=CCCC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C=C(C=C3)O)O)C4=C(C5=C(C=C4O)OC(CC5=O)C6=C(C=C(C=C6)O)O)O)C
D01TNW , CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl
D01TOR , C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4
D01TOU , COC1=CC=CC=C1N2CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F
D01TPW , C(C=CC(=O)[O-])O.[Na+]
D01TQD , CC(C(C)(C)O)NC(=O)C1=NC=C(C=C1)C#CC2=CC(=CC=C2)F
D01TQR , CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO
D01TRI , C1=CC=C(C=C1)CC(=O)NC2=CC3=C(C=C2)C(=O)C4=C(C3=O)C=C(C=C4)NC(=O)CC5=CC=CC=C5
D01TRN , CC1=CC2=C(C=C1)OC(CN2C)COC3=CC=C(C=C3)C(=O)N4C(=CC5=C(C=CC=C54)CC(=O)O)C
D01TSI , CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
D01TSM , CC(=O)C1=CC=C(C=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3
D01TSN , CN1CCC=C2C1CCC3=C2N=C(S3)N
D01TSX , CC(CC1=CC(=C(C=C1OC)I)OC)N
D01TUB , C1=CC(=CC=C1C2=NC3=C(C=C(C=C3)O)C(=C2)Cl)O
D01TVR , C1C(C(C(C(O1)(CO)O)O)O)O
D01TWD , CC1=CC=C(C=C1)S(=O)(=O)NC(CC2=CC(=CC=C2)C(=N)N)C(=O)N3CCCCC3
D01TYJ , C1=CC(=CC=C1N)S(=O)(=O)N2C=CC3=C2C=C(C=C3[N+](=O)[O-])[N+](=O)[O-]
D01TYO , CC=C(C)C1CCC2CC(CC(C2C1C(=O)C3=C(C(NC3=O)CC(C)(C(=O)O)O)O)C)C
D01TZT , C1CC(=O)C(C(=O)C1)C(=O)C2=CC=CC=C2[N+](=O)[O-]
D01UAL , CC(C)C(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=C(C=C3)C(=O)NCCNS(=O)(=O)C4=CC=CC5=C4C=CC=C5N(C)C)Cl
