,Unnamed: 0,drug_name,targets,shared_by,shared_by_cid,shared_by_smiles
2163,2163,D07POC,T59328,D0G6QF,3081361,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC
2164,2164,D07POC,T59328,D0U1ZV,67307512,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C.C(=CC(=O)O)C(=O)O
2165,2165,D07POC,T59328,D0W5HK,216239,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
2166,2166,D07POC,T59328,D0HO1S,6711154,C1=CC(=CC=C1NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=C(C=C4)F)F
2167,2167,D07POC,T59328,D0P9RG,0,zero
2168,2168,D07POC,T59328,D0Z2PC,90468938,COCCOC1=CC=C(C=C1)NC2=NC3=C(C=CN3)C(=N2)OC4=CC=CC(=C4)NC(=O)C=C
2169,2169,D05ROI,T99089,D03TTT,25093303,C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO
2170,2170,D05ROI,T99089,D0C0ZC,11676786,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C
2171,2171,D05ROI,T99089,D0RV7J,0,zero
2172,2172,D05ROI,T99089,D0Z2FD,56931136,CC1=C(C=C(C=C1)Cl)N2C(=O)C3=CC=CC=C3C2(C4=CC5=C(C=C4)N=C(N5)NC(=O)OC)O
2173,2173,D05ROI,T99089,D0G0PU,0,zero
2174,2174,D05ROI,T99089,D04AZM,46869123,CN1C=CC(=N1)S(=O)(=O)N2CCCC(C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CO5)C6=CC(=CC=C6)OCOP(=O)([O-])[O-].[Na+].[Na+]
2175,2175,D05ROI,T99089,D0XL8W,0,zero
2176,2176,D05ROI,T99089,DIS4N5,0,zero
2177,2177,D05ROI,T99089,D0M5XN,0,zero
2178,2178,D05ROI,T99089,D04MXN,56846693,CC(C)(C1=CC(=NO1)NC(=O)NC2=CC(=CC=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(F)(F)F
2179,2179,D05ROI,T99089,D05HTS,90116675,C1CC1C2=NC=C(C=N2)C3=CC4=C(NC=C4C(=O)C5=C(C=CC(=C5F)NS(=O)(=O)N6CCC(C6)F)F)N=C3
2180,2180,D05ROI,T99089,D05ROI,44462760,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F
2181,2181,D05ROI,T99089,D0Y9EW,42611257,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
2182,2182,D05ROI,T99089,D0TK7R,50922675,CC(C)N1C=C(C(=N1)C2=C(C(=CC(=C2)Cl)NS(=O)(=O)C)F)C3=NC(=NC=C3)NCC(C)NC(=O)OC
2183,2183,D08XVZ,T58970,D0B9BU,6918454,C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl
2184,2184,D08XVZ,T58970,D07NEE,0,zero
2185,2185,D08XVZ,T58970,D08XVZ,24866313,C1CN(CC1C(=O)NC2=CC3=C(C=C2)NN=C3C4=CC=NC=C4)CC(=O)N5CCN(CC5)C6=CC=C(C=C6)C7=NC=CC=N7
2186,2186,D08XVZ,T58970,D0C5AD,5721470,C1=CC(=CC(=C1)[N+](=O)[O-])C2=CC=C(O2)C=NN=C(N)N[N+](=O)[O-]
2187,2187,D08XVZ,T58970,D05BHG,10976469,CC(C(C(=O)O)N)OP(=O)(O)O
2188,2188,D08XVZ,T58970,D0ZG4G,11493598,C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N
2189,2189,D08XVZ,T58970,D0M4SY,0,zero
2190,2190,D08XVZ,T58970,D0Q1AC,0,zero
2191,2191,D08XVZ,T58970,D0TO6S,2396,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54
2192,2192,D08XVZ,T58970,D01WAI,135451156,C1CNC(=O)C2=C(C1=C3C(=O)NC(=N3)N)C=CN2
2193,2193,D08XVZ,T58970,D0L8HO,0,zero
2194,2194,D08XVZ,T58970,D0N6ES,0,zero
2195,2195,D08XVZ,T58970,D0O1YH,0,zero
2196,2196,D08XVZ,T58970,D0A5RM,9859248,zero
2197,2197,D08XVZ,T58970,D0M5FF,0,zero
2198,2198,D08XVZ,T58970,D09XIL,11396738,COC1=CC=C(C=C1)N2CC3=CN=C(N=C3N(C2=O)C4CCC(C4)O)NC5=CC=C(C=C5)F
2199,2199,D08XVZ,T58970,D0G2VC,454202,CCCCCCOC(=O)C1(CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)C1(O2)C)CNC6=O)O
2200,2200,D08XVZ,T58970,D09ICC,5164,C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F
2201,2201,D08XVZ,T58970,DOJ6D9,0,zero
2202,2202,D08XVZ,T58970,D0YK9D,9956119,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N
2203,2203,D08XVZ,T58970,D08KNG,0,zero
2204,2204,D08XVZ,T58970,D0Q4IX,0,zero
2205,2205,D08XVZ,T58970,D0TN3Q,121408882,CC1(C2=C(C=C(S2)C3=NC(=NC=C3)NC4=CC=NN4C)C(=O)N1CCN5CCOCC5)C
2206,2206,D08XVZ,T58970,DBU16T,0,zero
2207,2207,D08XVZ,T58970,D1KIY9,0,zero
2208,2208,D08XVZ,T58970,DM1FD5,0,zero
2209,2209,D08XVZ,T58970,D01IED,11719003,CC(C)NC1=NC=C(C(=C1)C2=CNC(=C2)C(=O)NC(CO)C3=CC(=CC=C3)Cl)Cl
2210,2210,D04XVN,T23003,D0HR5Q,0,zero
2211,2211,D04XVN,T23003,D0M7IG,0,zero
2212,2212,D04XVN,T23003,D0TY0P,46926364,CC(CONC(=O)C1=C(C2=CN=CC(=C2O1)F)NC3=C(C=C(C=C3)I)F)O
2213,2213,D04XVN,T23003,D0K3ES,0,zero
2214,2214,D04XVN,T23003,D0V0QJ,389898,C1CC(=O)N(C1=O)C2=C(C(=O)C3=CC=CC=C3C2=O)Cl
2215,2215,D04XVN,T23003,D04WPA,9549284,C1=CC=C(C(=C1)C(=C(N)SC2=CC=C(C=C2)N)C#N)C(F)(F)F
2216,2216,D04XVN,T23003,D0ZG1Y,0,zero
2217,2217,D04XVN,T23003,D09GHB,11548630,C1CC(=O)N(OC1)CC2=CC(=C(C(=C2F)F)NC3=C(C=C(C=C3)I)F)C(=O)NOCCO
2218,2218,D04XVN,T23003,D0P0HI,0,zero
2219,2219,D04XVN,T23003,D05NLD,0,zero
2220,2220,D04XVN,T23003,D08DCP,135567102,CCNC(=O)C#CC1=CC2=C(C=C1)C(=C(N2)O)C(=NC3=CC=C(C=C3)CN(C)C)C4=CC=CC=C4
2221,2221,D04XVN,T23003,D0I3RD,0,zero
2222,2222,D04XVN,T23003,D06EFW,74890577,CN(C1=CC(=O)NN=C1)N=CC2=CC=CC=C2
2223,2223,D04XVN,T23003,D0O4QS,0,zero
2224,2224,D04XVN,T23003,D0M6BD,0,zero
2225,2225,D04XVN,T23003,D01CNB,10172827,CCNC1=CC2=C(C(=C1)O)C(=O)OC(C(C=CC(=O)C(C(CC=C2)O)O)C)C
2226,2226,D04XVN,T23003,D03CHM,44187362,C1=CC(=C(C=C1I)F)NC2=C(C=CN=C2)C(=O)NCC(CO)O
2227,2227,D04XVN,T23003,D0K0YC,0,zero
2228,2228,D04XVN,T23003,D03SKL,44182295,COC1=CC(=C(C(=C1NS(=O)(=O)C2(CC2)CC(CO)O)NC3=C(C=C(C=C3)I)F)F)F
2229,2229,D04XVN,T23003,D0T5DP,10127622,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO
2230,2230,D04XVN,T23003,D04XVN,11707110,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5
2231,2231,D04XVN,T23003,D0C4LF,10288191,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO
2232,2232,D05USL,T81735,D04NVK,0,zero
2233,2233,D05USL,T81735,D0R0TW,11964036,CCN1CCN(CC1)CC(=O)NC2=C3C4=CC=CC=C4SC3=C(C=C2)C5=CC=CC6=C5OC(=CC6=O)N7CCOCC7
2234,2234,D05USL,T81735,D06GNE,9859309,CC(=O)C1=C(C=C(C=C1)N2CCOCC2)O
2235,2235,D05USL,T81735,D03QQH,16760391,C1COCCN1C2=CC(=C(C=C2)C(=O)C3=CC=CC=C3)O
2236,2236,D05USL,T81735,D00HSJ,10275789,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)N=CC2=CN=C3N2C=C(C=C3)Br
2237,2237,D05USL,T81735,D03EHM,24905142,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N
2238,2238,D05USL,T81735,D0O3VF,0,zero
2239,2239,D05USL,T81735,D0Y3OO,11327430,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56
2240,2240,D05USL,T81735,D0I1LR,0,zero
2241,2241,D05USL,T81735,D0D9RN,11715743,C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)O
2242,2242,D05USL,T81735,D0F5BD,25817490,C1COCCN1C2=CC(=O)N3C=CC4=CC=CC=C4C3=[NH+]2
2243,2243,D05USL,T81735,D03MDA,9965345,C1COCCN1C2=CC(=O)C=C(S2)C3=CC=CC=C3
2244,2244,D05USL,T81735,D0R7HM,10923175,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=CC=C3
2245,2245,D05USL,T81735,D00TUH,11710022,CC(=O)C1=CC=C(C=C1)C2=CC=CC3=C2OC(=CC3=O)N4CCOCC4
2246,2246,D05USL,T81735,D0C8MK,11502854,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=C5C(=CC=C4)SC6=CC=CC=C6O5
2247,2247,D05USL,T81735,D01MXN,11501108,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC5=C(C=C4)NC=C5
2248,2248,D05USL,T81735,D0S7NM,11652716,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=C(C=C4)O
2249,2249,D05USL,T81735,D06TGR,11609490,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC(=CC=C4)O
2250,2250,D05USL,T81735,D0V3XZ,11515664,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=C(C=C4)Cl
2251,2251,D05USL,T81735,D0K7LZ,0,zero
2252,2252,D05USL,T81735,D06DAY,11637964,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CO4
2253,2253,D05USL,T81735,D04RAW,11660428,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC5=CC=CC=C5C=C4
2254,2254,D05USL,T81735,D0H9DB,11552705,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4C5=CC=CC=C5
2255,2255,D05USL,T81735,D00MXW,11609954,CC(=O)C1=CC=CC=C1C2=CC=CC3=C2OC(=CC3=O)N4CCOCC4
2256,2256,D05USL,T81735,D04JGZ,11709748,C1COCCN1C2=CC(=O)C3=CC=CC(=C3O2)C=CC4=CC=CC=C4
2257,2257,D05USL,T81735,D04XFN,11566823,C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)OCCOC4=CC=CC=C4
2258,2258,D05USL,T81735,D0P4MU,0,zero
2259,2259,D05USL,T81735,D06WCT,11624481,C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)OCCC4=CC=CC=C4
2260,2260,D05USL,T81735,D02PBS,11508573,C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)OC(=O)C4=CC=CC=C4
2261,2261,D05USL,T81735,D0H2BL,11522900,C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)OCC4=CC=CC=C4
2262,2262,D05USL,T81735,D0O9OB,0,zero
2263,2263,D05USL,T81735,D0U4JL,11623973,C1COCCN1C2=CC(=O)C3=C(O2)C=CC(=C3)C4=CC=C(C=C4)O
2264,2264,D05USL,T81735,D03TQO,11558836,C1COCCN1C2=CC(=O)C3=C(O2)C=CC(=C3)C4=CC(=CC=C4)O
2265,2265,D05USL,T81735,D0XL6P,11646132,C1COCCN1C2=CC(=O)C3=C(O2)C=CC(=C3)C4=CC=CC5=CC=CC=C54
2266,2266,D05USL,T81735,D00HXZ,11583137,C1COCCN1C2=CC(=O)C3=C(O2)C=CC(=C3)C4=C5C(=CC=C4)SC6=CC=CC=C6S5
2267,2267,D05USL,T81735,D0I3IO,0,zero
2268,2268,D05USL,T81735,D0JH9J,0,zero
2269,2269,D05USL,T81735,D03DGP,11552020,CC(=O)C1=CC=CC=C1C2=CC3=C(C=C2)OC(=CC3=O)N4CCOCC4
2270,2270,D05USL,T81735,D03IQX,11415057,C1=CC=C2C(=C1)C=CC3=C2OC(=CC3=O)C4=CC=CC=C4F
2271,2271,D05USL,T81735,D0KG0Z,0,zero
2272,2272,D05USL,T81735,D02IDN,11471732,C1=CC=C2C(=C1)C=CC3=C2OC(=CC3=O)C4=CC=C(C=C4)N
2273,2273,D05USL,T81735,D0Q4GJ,0,zero
2274,2274,D05USL,T81735,D0V0SD,269395,C1COCCN1C2=CC(=O)N3C=CC=CC3=N2
2275,2275,D05USL,T81735,D02TCZ,11289486,C1CSCCN1C2=CC(=O)N3C=CC4=CC=CC=C4C3=N2
2276,2276,D05USL,T81735,D0W3QB,11426483,C1COCCN1C2=CC(=S)C3=C(O2)C4=CC=CC=C4C=C3
2277,2277,D05USL,T81735,D0AG8B,11174002,C1CSCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3
2278,2278,D05USL,T81735,D0U7WU,11437483,C1COCCN1C2=CC(=O)C3=CC4=CC=CC=C4C=C3O2
2279,2279,D05USL,T81735,D05SGV,11437484,C1COCCN1C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43
2280,2280,D05USL,T81735,D07NSR,11346540,C1COCCN1C2=CC(=O)OC3=CC4=CC=CC=C4C=C23
2281,2281,D05USL,T81735,D04ECT,11358426,C1CSCCN1C2=CC(=O)OC3=CC4=CC=CC=C4C=C23
2282,2282,D05USL,T81735,D0G4RG,11471539,C1COCCN1C2=CC(=O)OC3=C2C=CC4=CC=CC=C43
2283,2283,D05USL,T81735,D05SBJ,11277489,C1COCCN1C2=CC(=O)OC3=C2C4=CC=CC=C4C=C3
2284,2284,D05USL,T81735,D0T0BY,10039361,C1COCCN1C2=CC(=O)N3C=CC4=CC=CC=C4C3=N2
2285,2285,D05USL,T81735,D0F6ZC,10083230,CC1=C2C(=CC=C1)C(=O)C=C(O2)N3CCOCC3
2286,2286,D05USL,T81735,D0ZQ8Z,11448366,COC1=CC2=C(C=C1)C(=O)C=C(O2)N3CCOCC3
2287,2287,D05USL,T81735,D0R1BG,11482391,COC1=CC=CC2=C1OC(=CC2=O)N3CCOCC3
2288,2288,D05USL,T81735,D0B4CJ,11358716,C1COCCN1C2=CC(=O)C3=C(O2)C=CC(=C3)C4=CC=CC=C4
2289,2289,D05USL,T81735,D0Q5FJ,11185819,C1CCN(CC1)C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4
2290,2290,D05USL,T81735,D0N2LW,0,zero
2291,2291,D05USL,T81735,D0B9EZ,3045697,C1CCN(CC1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3
2292,2292,D05USL,T81735,D07APP,131255,C1COCCN1C2=CC(=O)C3=CC=CC=C3O2
2293,2293,D05USL,T81735,D0W1ST,9860529,C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3
2294,2294,D05USL,T81735,D0V8VY,3045696,C1CCN(C1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3
2295,2295,D05USL,T81735,D0B0QS,11208656,C1CN(CCOC1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3
2296,2296,D05USL,T81735,D0X7TB,10017389,CC1CN(CCO1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3
2297,2297,D05USL,T81735,D0J7BH,0,zero
2298,2298,D05USL,T81735,D0L3TX,0,zero
2299,2299,D05USL,T81735,D0JB6H,0,zero
2300,2300,D05USL,T81735,D0U9ZW,10857738,CC1=C2C(=CC=C1)C(=CC(=O)O2)N3CCOCC3
2301,2301,D05USL,T81735,D06BDY,11196279,COC1=CC2=C(C=C1)OC(=O)C=C2N3CCOCC3
2302,2302,D05USL,T81735,D0O4KC,0,zero
2303,2303,D05USL,T81735,D07AXO,11346012,COC1=CC=CC2=C1OC(=O)C=C2N3CCOCC3
2304,2304,D05USL,T81735,D04SCD,11459783,C1COCCN1C2=CC(=O)OC3=C2C=C(C=C3)Cl
2305,2305,D05USL,T81735,D0I7GE,0,zero
2306,2306,D05USL,T81735,D0LC5C,0,zero
2307,2307,D05USL,T81735,D09YAL,16204165,CC(C)(C)C1=CC(=O)C=C(S1)N2CCOCC2
2308,2308,D05USL,T81735,D0C3SJ,16203712,CC(C)C1=CC(=O)C=C(S1)N2CCOCC2
2309,2309,D05USL,T81735,D0K5VE,0,zero
2310,2310,D05USL,T81735,D0Y7WU,21106426,COC1=CC=C(C=C1)C2=CC(=CC(=O)O2)N3CCOCC3
2311,2311,D05USL,T81735,D0M3RY,0,zero
2312,2312,D05USL,T81735,D00IRL,16745325,COC1=CC=C(C=C1)C2=CC(=O)C=C(O2)N3CCOCC3
2313,2313,D05USL,T81735,D0N2XO,0,zero
2314,2314,D05USL,T81735,D02DDM,21106400,COC1=CC=CC=C1C2=CC(=O)C=C(O2)N3CCOCC3
2315,2315,D05USL,T81735,D08BRZ,10912743,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=C(C=C3)F
2316,2316,D05USL,T81735,D02MPG,10062895,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=C(C=C3)Cl
2317,2317,D05USL,T81735,D0F7ZK,16203255,C1COCCN1C2=CC(=O)C=C(O2)C=CC3=CC=CC=C3
2318,2318,D05USL,T81735,D04DQF,16203469,CC(=O)C1=CC=CC(=C1)C2=CC(=O)C=C(O2)N3CCOCC3
2319,2319,D05USL,T81735,D0K3VK,0,zero
2320,2320,D05USL,T81735,D09TJK,16203599,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=CC(=C3)C#N
2321,2321,D05USL,T81735,D03DJC,16203354,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=CC=C3N
2322,2322,D05USL,T81735,D08WQW,16203714,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=C(C=C3)C4=CC=CC=C4
2323,2323,D05USL,T81735,D0KH8S,0,zero
2324,2324,D05USL,T81735,D01SXB,16203472,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=CC(=C3)C=O
2325,2325,D05USL,T81735,D0QB9L,16204047,C1COCCN1C2=CC(=O)C=C(O2)C3=CC4=CC=CC=C4C=C3
2326,2326,D05USL,T81735,D0PO9X,0,zero
2327,2327,D05USL,T81735,D0O5BC,0,zero
2328,2328,D05USL,T81735,D00MCG,16203946,C1COCCN1C2=CC(=O)C=C(O2)C3=CC4=C(C=C3)NC=C4
2329,2329,D05USL,T81735,D02SMG,16203943,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=CO3
2330,2330,D05USL,T81735,D0S5SG,16203942,C1COCCN1C2=CC(=O)C=C(O2)C3=CSC=C3
2331,2331,D05USL,T81735,D01ZMP,16203941,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=CS3
2332,2332,D05USL,T81735,D05USL,5278396,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
2333,2333,D05USL,T81735,D03FTE,16204050,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=CC4=C3OC5=CC=CC=C45
2334,2334,D05USL,T81735,D0Z3CC,16204049,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=CC4=C3N=CC=C4
2335,2335,D05USL,T81735,D02IKF,649953,CC1=NC2=C(S1)C=CC(=C2)C(=O)O
2336,2336,D05USL,T81735,D0H3UR,86292849,COC1=NN=C(C=C1)C(C2=C(C=C(C(=C2)C3=NC=NC4=C3C=CC(=C4)N5CCOCC5)F)Cl)O
2337,2337,D05USL,T81735,DPNT63,135151360,CC1=CC2=NC=NN2C=C1NC3=NC=C4C(=N3)N(C(=O)N4C)C5CCOCC5
2338,2338,D0Y3OO,T81735,D04NVK,0,zero
2339,2339,D0Y3OO,T81735,D0R0TW,11964036,CCN1CCN(CC1)CC(=O)NC2=C3C4=CC=CC=C4SC3=C(C=C2)C5=CC=CC6=C5OC(=CC6=O)N7CCOCC7
2340,2340,D0Y3OO,T81735,D06GNE,9859309,CC(=O)C1=C(C=C(C=C1)N2CCOCC2)O
2341,2341,D0Y3OO,T81735,D03QQH,16760391,C1COCCN1C2=CC(=C(C=C2)C(=O)C3=CC=CC=C3)O
2342,2342,D0Y3OO,T81735,D00HSJ,10275789,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)N=CC2=CN=C3N2C=C(C=C3)Br
2343,2343,D0Y3OO,T81735,D03EHM,24905142,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N
2344,2344,D0Y3OO,T81735,D0O3VF,0,zero
2345,2345,D0Y3OO,T81735,D0Y3OO,11327430,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56
2346,2346,D0Y3OO,T81735,D0I1LR,0,zero
2347,2347,D0Y3OO,T81735,D0D9RN,11715743,C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)O
2348,2348,D0Y3OO,T81735,D0F5BD,25817490,C1COCCN1C2=CC(=O)N3C=CC4=CC=CC=C4C3=[NH+]2
2349,2349,D0Y3OO,T81735,D03MDA,9965345,C1COCCN1C2=CC(=O)C=C(S2)C3=CC=CC=C3
2350,2350,D0Y3OO,T81735,D0R7HM,10923175,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=CC=C3
2351,2351,D0Y3OO,T81735,D00TUH,11710022,CC(=O)C1=CC=C(C=C1)C2=CC=CC3=C2OC(=CC3=O)N4CCOCC4
2352,2352,D0Y3OO,T81735,D0C8MK,11502854,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=C5C(=CC=C4)SC6=CC=CC=C6O5
2353,2353,D0Y3OO,T81735,D01MXN,11501108,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC5=C(C=C4)NC=C5
2354,2354,D0Y3OO,T81735,D0S7NM,11652716,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=C(C=C4)O
2355,2355,D0Y3OO,T81735,D06TGR,11609490,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC(=CC=C4)O
2356,2356,D0Y3OO,T81735,D0V3XZ,11515664,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=C(C=C4)Cl
2357,2357,D0Y3OO,T81735,D0K7LZ,0,zero
2358,2358,D0Y3OO,T81735,D06DAY,11637964,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CO4
2359,2359,D0Y3OO,T81735,D04RAW,11660428,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC5=CC=CC=C5C=C4
2360,2360,D0Y3OO,T81735,D0H9DB,11552705,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4C5=CC=CC=C5
2361,2361,D0Y3OO,T81735,D00MXW,11609954,CC(=O)C1=CC=CC=C1C2=CC=CC3=C2OC(=CC3=O)N4CCOCC4
2362,2362,D0Y3OO,T81735,D04JGZ,11709748,C1COCCN1C2=CC(=O)C3=CC=CC(=C3O2)C=CC4=CC=CC=C4
2363,2363,D0Y3OO,T81735,D04XFN,11566823,C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)OCCOC4=CC=CC=C4
2364,2364,D0Y3OO,T81735,D0P4MU,0,zero
2365,2365,D0Y3OO,T81735,D06WCT,11624481,C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)OCCC4=CC=CC=C4
2366,2366,D0Y3OO,T81735,D02PBS,11508573,C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)OC(=O)C4=CC=CC=C4
2367,2367,D0Y3OO,T81735,D0H2BL,11522900,C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)OCC4=CC=CC=C4
2368,2368,D0Y3OO,T81735,D0O9OB,0,zero
2369,2369,D0Y3OO,T81735,D0U4JL,11623973,C1COCCN1C2=CC(=O)C3=C(O2)C=CC(=C3)C4=CC=C(C=C4)O
2370,2370,D0Y3OO,T81735,D03TQO,11558836,C1COCCN1C2=CC(=O)C3=C(O2)C=CC(=C3)C4=CC(=CC=C4)O
2371,2371,D0Y3OO,T81735,D0XL6P,11646132,C1COCCN1C2=CC(=O)C3=C(O2)C=CC(=C3)C4=CC=CC5=CC=CC=C54
2372,2372,D0Y3OO,T81735,D00HXZ,11583137,C1COCCN1C2=CC(=O)C3=C(O2)C=CC(=C3)C4=C5C(=CC=C4)SC6=CC=CC=C6S5
2373,2373,D0Y3OO,T81735,D0I3IO,0,zero
2374,2374,D0Y3OO,T81735,D0JH9J,0,zero
2375,2375,D0Y3OO,T81735,D03DGP,11552020,CC(=O)C1=CC=CC=C1C2=CC3=C(C=C2)OC(=CC3=O)N4CCOCC4
2376,2376,D0Y3OO,T81735,D03IQX,11415057,C1=CC=C2C(=C1)C=CC3=C2OC(=CC3=O)C4=CC=CC=C4F
2377,2377,D0Y3OO,T81735,D0KG0Z,0,zero
2378,2378,D0Y3OO,T81735,D02IDN,11471732,C1=CC=C2C(=C1)C=CC3=C2OC(=CC3=O)C4=CC=C(C=C4)N
2379,2379,D0Y3OO,T81735,D0Q4GJ,0,zero
2380,2380,D0Y3OO,T81735,D0V0SD,269395,C1COCCN1C2=CC(=O)N3C=CC=CC3=N2
2381,2381,D0Y3OO,T81735,D02TCZ,11289486,C1CSCCN1C2=CC(=O)N3C=CC4=CC=CC=C4C3=N2
2382,2382,D0Y3OO,T81735,D0W3QB,11426483,C1COCCN1C2=CC(=S)C3=C(O2)C4=CC=CC=C4C=C3
2383,2383,D0Y3OO,T81735,D0AG8B,11174002,C1CSCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3
2384,2384,D0Y3OO,T81735,D0U7WU,11437483,C1COCCN1C2=CC(=O)C3=CC4=CC=CC=C4C=C3O2
2385,2385,D0Y3OO,T81735,D05SGV,11437484,C1COCCN1C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43
2386,2386,D0Y3OO,T81735,D07NSR,11346540,C1COCCN1C2=CC(=O)OC3=CC4=CC=CC=C4C=C23
2387,2387,D0Y3OO,T81735,D04ECT,11358426,C1CSCCN1C2=CC(=O)OC3=CC4=CC=CC=C4C=C23
