,Unnamed: 0,drug_name,targets,shared_by,shared_by_cid,shared_by_smiles
0,0,D00STL,T38284,D0D5EW,5311104,CC1=C(C=CC(=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl)F
1,1,D00STL,T38284,D03NPX,447077,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC(=CC=C4)SC
2,2,D00STL,T38284,D0AW4W,11537051,COC1=CC=C(C=C1)C2=CC=CC=C2C3=CC(=CC(=C3)OC)OC
3,3,D00STL,T38284,D0PI0R,0,zero
4,4,D00STL,T38284,D0H4YH,11594901,COC1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC(=CC(=C3)OC)OC
5,5,D00STL,T38284,D0QG6G,11493254,COC1=CC(=CC(=C1)C2=CC=CC(=C2)C3=CC=C(C=C3)O)OC
6,6,D00STL,T38284,D00AII,5281727,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC
7,7,D00STL,T38284,D05YAD,24856901,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)NCCCCCCC(=O)NO)C
8,8,D00STL,T38284,D0DC7I,0,zero
9,9,D00STL,T38284,D0Y4EU,24756907,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)NCCNCCCCCC(=O)NO)C
10,10,D00STL,T38284,D0WL1U,24826799,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5
11,11,D00STL,T38284,D0Z1RJ,387042,C1C2CC3CC1CC(C2)(C3)OC(=O)C4=CC=C(C=C4)NCC5=C(C=CC(=C5)O)O
12,12,D00STL,T38284,DL8T4I,89884852,CC1=C(C(=CC=C1)Cl)C(=O)NNC(=O)C2=CC(=C(C=C2)C)C#CC3=CC4=CC=CC=C4N=C3
13,13,D00STL,T38284,D01SCR,0,zero
14,14,D00STL,T38284,D04BXX,0,zero
15,15,D00STL,T38284,D0G0VV,11387605,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CCC(C3)N(C)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CN=C5
16,16,D00STL,T38284,DH5RN1,51038269,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CC5=C(NN=C5)N=C4
17,17,D00STL,T38284,D0LB3Z,0,zero
18,18,D00STL,T38284,D01NIR,16063245,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=NC=CN=C5
19,19,D00STL,T38284,DSHT18,72165228,C1CN(CC1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4
20,20,D00STL,T38284,D0AZ3C,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
21,21,D00STL,T38284,D00STL,644241,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
22,22,D00STL,T38284,D0E6XR,3062316,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
23,23,D00STL,T38284,D0C9ZW,46928937,C1=CC(=CC(=C1)C(F)(F)F)CNC2=NC=C3C4=C(C=NC=C4)NC5=C(C3=N2)C=CC=N5
24,24,D00STL,T38284,D0K3BR,0,zero
25,25,D00STL,T38284,D0OY0U,0,zero
26,26,D00STL,T38284,D04UXO,25156740,CC1=CN(C=N1)C2=CC(=CC(=C2)NC(=O)C3=CC=CC4=C3C=CC(=C4)OC5=CC(=NC=C5)NC6=CC=CC=N6)C(F)(F)F
27,27,D00STL,T38284,D0CJ7F,0,zero
28,28,D00STL,T38284,D0PF2F,0,zero
29,29,D00STL,T38284,D0E6EP,42626200,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(S2)C=CC(=O)NO)NC3=NC(=CS3)C4=CN=CC=C4
30,30,D00STL,T38284,D0JY1I,0,zero
31,31,D00STL,T38284,D01OYY,11562629,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)NC3=NC=CC(=N3)C4=CN=CC=C4
32,32,D00STL,T38284,D0KR7K,0,zero
33,33,D00STL,T38284,D0I5VG,0,zero
34,34,D00STL,T38284,D0JR7X,0,zero
35,35,D00STL,T38284,D03EMY,25123000,C1=CC(=CC(=C1)C(F)(F)F)C(=O)NC2=CC(=CC=C2)NC(=O)C3=C4C=CNC4=NC=C3
36,36,D00STL,T38284,D0Z7DA,25110837,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)NC3=NC=NN3C4=NC=NC(=C4)NC
37,37,D00STL,T38284,D0L7XM,0,zero
38,38,D00STL,T38284,D05HDJ,49782106,C1=CC(=CN=C1)CN2C3=NC=NC(=C3C=N2)NC4=CC=C(C=C4)OC(F)(F)F
39,39,D00STL,T38284,D0HF0R,25015762,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC4=C(C=C3)N=C(C=C4)C(F)(F)F)N5CCN(CC5)C6CCN(CC6)C
40,40,D00STL,T38284,D0BJ6M,46861598,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C4CC4)NC5=NC=CC(=N5)C6=CN=CC=C6
41,41,D00STL,T38284,D0O2HW,0,zero
42,42,D00STL,T38284,D02VDD,76283824,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4C5CC5)Cl)OC)C#N)OC
43,43,D00STL,T38284,D0B0BJ,46183444,C1COCCN1C2=CN=C(C=C2)C3=CC4=C(C=C3)NC5=C4C=C(C=N5)C=CC6=CC=CC=C6
44,44,D00STL,T38284,D02KNW,72203009,C1=CC(=CC(=C1)C(=O)NC2=CC=C(C=C2)OC(F)(F)Cl)C3=CN=CN=C3
45,45,D00STL,T38284,D09ZFM,72203013,CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)OC(F)(F)F)C3=CN=CN=C3
46,46,D00STL,T38284,D09WKF,89906474,C1=CC(=CC=C1NC(=O)C2=CC(=C(N=C2)Cl)C3=CN=CN=C3)OC(F)(F)Cl
47,47,D00STL,T38284,D0AP4V,58514479,C1=CC=C(C=C1)C=CC2=CC3=C(NC4=CC=CC=C43)N=C2
48,48,D00STL,T38284,D00AIO,66765887,COC1=CC=C(C=C1)C2=C3C4=CC=CC=C4NC3=NC=C2
49,49,D00STL,T38284,D0BK6R,72203014,CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)OC(F)(F)F)N3C=CN=C3
50,50,D00STL,T38284,D01KIJ,72545600,C1CN(CC1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=C(C=NN4)F
51,51,D00STL,T38284,D0IA4G,0,zero
52,52,D00STL,T38284,D08IUE,72545851,C1CN(CC1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=C(C=NN4)F
53,53,D00STL,T38284,D04ZXR,25011745,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)N
54,54,D00STL,T38284,D0F5HC,136248912,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN(C(=N4)C5=NC=C(N5)C(F)(F)F)C
55,55,D00STL,T38284,D01UBA,135565531,CCCC1=NOC(=N1)C=CC2=CC(=C(C=C2)O)O
56,56,D00STL,T38284,D08PXF,25071810,CCC(=O)NC1=CC=C(C=C1)SC2=NC(=CC(=N2)N3CCC4(CCN(C4)C)CC3)NC5=NNC(=C5)C
57,57,D00STL,T38284,D0B5DX,25072757,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)CC(F)(F)F)N4CCC(CC4)N5CCCC5
58,58,D00STL,T38284,D0BE9U,59173275,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC(=C2)CNC(C)C)C(F)(F)F)NC3=CC(=NN3C4=NC=NC(=C4)NC)C
59,59,D00STL,T38284,D0D3FB,44225624,CC1=C(C(=CC=C1)Cl)C(=O)NNC(=O)C2=CC(=C(C=C2)C)NC3=NC=CC(=N3)C4=CN=CC=C4
60,60,D00STL,T38284,D0EF5T,44129660,C1=CC(=CC(=C1)C(=O)NCCO)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F
61,61,D00STL,T38284,D0KL5M,0,zero
62,62,D00STL,T38284,D0KT5W,0,zero
63,63,D00STL,T38284,D0O0YI,0,zero
64,64,D00STL,T38284,D0U2LO,45381436,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)NC(=O)C5CC5
65,65,D00STL,T38284,D0VD5I,0,zero
66,66,D00STL,T38284,D0XQ5F,44227512,CC1=C(C(=CC=C1)I)C(=O)NNC(=O)C2=CC(=C(C=C2)C)NC3=NC=CC(=N3)C4=CN=CC=C4
67,67,D00STL,T38284,D0XU3A,45381323,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)NC(=O)C5CCCC5
68,68,D00PBX,T31309,D04HAA,0,zero
69,69,D00PBX,T31309,D0V7PX,454878,CC1=CC2=C(C(=C(C=C2C(=C1C3=C(C4=CC(=C(C(=C4C=C3C)C(C)C)O)O)O)O)O)O)C(C)C
70,70,D00PBX,T31309,D06AQG,135468219,C1=CC=C(C=C1)C2=NC3=[N+](C4=CC=CC=C4[N+](=C3C(=N2)N)[O-])[O-]
71,71,D00PBX,T31309,D0S6IW,77280325,CCC(C)C(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)N
72,72,D00PBX,T31309,D04RTY,16090304,C1=CC=C(C=C1)CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=CC=C3
73,73,D00PBX,T31309,D0X0CS,16090303,CC(C)C1=CC(=C(C(=C1O)O)O)C(=O)NC2=CC=CC=C2
74,74,D00PBX,T31309,D0D6BH,379493,C1=CC=C(C=C1)CC2=CC(=C(C=C2CC3=CC=CC=C3)O)O
75,75,D00PBX,T31309,D0S0YV,0,zero
76,76,D00PBX,T31309,D00LHS,11455910,CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C
77,77,D00PBX,T31309,D05CHN,0,zero
78,78,D00PBX,T31309,D0L2YF,0,zero
79,79,D00PBX,T31309,D03UDW,0,zero
80,80,D00PBX,T31309,D0C6YQ,0,zero
81,81,D00PBX,T31309,DBY42T,0,zero
82,82,D00PBX,T31309,DP63FS,0,zero
83,83,D00PBX,T31309,D74BRK,0,zero
84,84,D00PBX,T31309,D2Y7ZG,137355972,C1CC2(C1)CCC(=C(C2)C3=CC=C(C=C3)Cl)CN4CCN(CC4)C5=CC(=C(C=C5)C(=O)NS(=O)(=O)C6=CC(=C(C=C6)NCC7COCCO7)[N+](=O)[O-])OC8=CN=C9C(=C8)C=CN9
85,85,D00PBX,T31309,DQ1P6X,0,zero
86,86,D00PBX,T31309,D4WN2M,0,zero
87,87,D00PBX,T31309,D0K8LB,0,zero
88,88,D00PBX,T31309,D0Z0HH,3503,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O
89,89,D00PBX,T31309,D02OZK,11404337,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C
90,90,D00PBX,T31309,DY4OZ6,10281,CC1=CC(=O)C(=CC1=O)C(C)C
91,91,D00PBX,T31309,D06ETI,24978538,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C
92,92,D00PBX,T31309,D05RJP,118984457,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)([O-])OC3CC(OC3COP(=O)(OC4CC(OC4COP(=S)([O-])OC5CC(OC5COP(=S)([O-])OC6CC(OC6COP(=S)([O-])OC7CC(OC7COP(=S)([O-])OC8CC(OC8COP(=S)([O-])OC9CC(OC9COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1CO)N1C=C(C(=O)NC1=O)C)N1C=CC(=NC1=O)N)N1C=C(C(=O)NC1=O)C)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C(N=CN=C21)N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)[S-])N1C=NC2=C(N=CN=C21)N)O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
93,93,D00PBX,T31309,D0J6PY,0,zero
94,94,D00PBX,T31309,D0I6OI,0,zero
95,95,D00PBX,T31309,D06DLI,4021,CC1=NN(C(=O)C1)C2=CC=CC=C2
96,96,D00PBX,T31309,D00PBX,49846579,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
97,97,D00PBX,T31309,D0C4RB,36314,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
98,98,D00PBX,T31309,D0L8WH,0,zero
99,99,D00PBX,T31309,D0TU3N,0,zero
100,100,D00PBX,T31309,D0C2DV,0,zero
101,101,D00PBX,T31309,D0IS8R,0,zero
102,102,D00PBX,T31309,D0J9FN,0,zero
103,103,D00PBX,T31309,D0MZ7I,0,zero
104,104,D06ETI,T31309,D04HAA,0,zero
105,105,D06ETI,T31309,D0V7PX,454878,CC1=CC2=C(C(=C(C=C2C(=C1C3=C(C4=CC(=C(C(=C4C=C3C)C(C)C)O)O)O)O)O)O)C(C)C
106,106,D06ETI,T31309,D06AQG,135468219,C1=CC=C(C=C1)C2=NC3=[N+](C4=CC=CC=C4[N+](=C3C(=N2)N)[O-])[O-]
107,107,D06ETI,T31309,D0S6IW,77280325,CCC(C)C(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)N
108,108,D06ETI,T31309,D04RTY,16090304,C1=CC=C(C=C1)CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=CC=C3
109,109,D06ETI,T31309,D0X0CS,16090303,CC(C)C1=CC(=C(C(=C1O)O)O)C(=O)NC2=CC=CC=C2
110,110,D06ETI,T31309,D0D6BH,379493,C1=CC=C(C=C1)CC2=CC(=C(C=C2CC3=CC=CC=C3)O)O
111,111,D06ETI,T31309,D0S0YV,0,zero
112,112,D06ETI,T31309,D00LHS,11455910,CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C
113,113,D06ETI,T31309,D05CHN,0,zero
114,114,D06ETI,T31309,D0L2YF,0,zero
115,115,D06ETI,T31309,D03UDW,0,zero
116,116,D06ETI,T31309,D0C6YQ,0,zero
117,117,D06ETI,T31309,DBY42T,0,zero
118,118,D06ETI,T31309,DP63FS,0,zero
119,119,D06ETI,T31309,D74BRK,0,zero
120,120,D06ETI,T31309,D2Y7ZG,137355972,C1CC2(C1)CCC(=C(C2)C3=CC=C(C=C3)Cl)CN4CCN(CC4)C5=CC(=C(C=C5)C(=O)NS(=O)(=O)C6=CC(=C(C=C6)NCC7COCCO7)[N+](=O)[O-])OC8=CN=C9C(=C8)C=CN9
121,121,D06ETI,T31309,DQ1P6X,0,zero
122,122,D06ETI,T31309,D4WN2M,0,zero
123,123,D06ETI,T31309,D0K8LB,0,zero
124,124,D06ETI,T31309,D0Z0HH,3503,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O
125,125,D06ETI,T31309,D02OZK,11404337,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C
126,126,D06ETI,T31309,DY4OZ6,10281,CC1=CC(=O)C(=CC1=O)C(C)C
127,127,D06ETI,T31309,D06ETI,24978538,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C
128,128,D06ETI,T31309,D05RJP,118984457,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)([O-])OC3CC(OC3COP(=O)(OC4CC(OC4COP(=S)([O-])OC5CC(OC5COP(=S)([O-])OC6CC(OC6COP(=S)([O-])OC7CC(OC7COP(=S)([O-])OC8CC(OC8COP(=S)([O-])OC9CC(OC9COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1COP(=S)([O-])OC1CC(OC1CO)N1C=C(C(=O)NC1=O)C)N1C=CC(=NC1=O)N)N1C=C(C(=O)NC1=O)C)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C(N=CN=C21)N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)[S-])N1C=NC2=C(N=CN=C21)N)O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
129,129,D06ETI,T31309,D0J6PY,0,zero
130,130,D06ETI,T31309,D0I6OI,0,zero
131,131,D06ETI,T31309,D06DLI,4021,CC1=NN(C(=O)C1)C2=CC=CC=C2
132,132,D06ETI,T31309,D00PBX,49846579,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
133,133,D06ETI,T31309,D0C4RB,36314,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
134,134,D06ETI,T31309,D0L8WH,0,zero
135,135,D06ETI,T31309,D0TU3N,0,zero
136,136,D06ETI,T31309,D0C2DV,0,zero
137,137,D06ETI,T31309,D0IS8R,0,zero
138,138,D06ETI,T31309,D0J9FN,0,zero
139,139,D06ETI,T31309,D0MZ7I,0,zero
140,140,D06ETI,T56510,D09FWK,0,zero
141,141,D06ETI,T56510,D04IPX,0,zero
142,142,D06ETI,T56510,D0T3VP,2782689,C1=CC(=CC=C1C2=CC=C(C=C2)F)C(=O)O
143,143,D06ETI,T56510,D2SJZ9,24779760,CNC1=NC2=CC=CC=C2N3C1=NC=C3CCC4=CC=CC=C4
144,144,D06ETI,T56510,DQ1P6X,0,zero
145,145,D06ETI,T56510,D4WN2M,0,zero
146,146,D06ETI,T56510,D02OZK,11404337,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C
147,147,D06ETI,T56510,D06ETI,24978538,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C
148,148,D06ETI,T56510,D09XWR,0,zero
149,149,D06ETI,T56510,D0F9QC,0,zero
150,150,D06ETI,T56510,D0TU3N,0,zero
151,151,D06ETI,T56510,D0IS8R,0,zero
152,152,D06ETI,T56510,D0MZ7I,0,zero
153,153,D06ETI,T56510,D0C2DV,0,zero
154,154,D06ETI,T56510,D0J9FN,0,zero
155,155,D06ETI,T03755,D06ETI,24978538,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C
156,156,D06ETI,T03755,D0TU3N,0,zero
157,157,D06ETI,T12355,D02JEZ,5281426,C1=CC(=CC2=C1C=CC(=O)O2)O
158,158,D06ETI,T12355,D0A5RM,9859248,zero
159,159,D06ETI,T12355,D06AOY,15422868,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CNC4=CC=CC=C43
160,160,D06ETI,T12355,D00NYT,10946795,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=C(C=C3)OC
161,161,D06ETI,T12355,D0C3WY,2752461,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
162,162,D06ETI,T12355,D0EK0G,11572699,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
163,163,D06ETI,T12355,D0T0KT,11248490,COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)OP(=O)(O)O
164,164,D06ETI,T12355,D06ETI,24978538,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C
165,165,D08MXP,T85799,D0NV9O,0,zero
166,166,D08MXP,T85799,D09RYV,9911652,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC(=C(S3)C(=O)C4=CC5=C(C=C4)OCCO5)N
167,167,D08MXP,T85799,D0P6JS,0,zero
168,168,D08MXP,T85799,D04WFN,10202471,CCN(CC)C(=O)C1=CC=C(C=C1)NC2=NC3=C(C(=N2)OCC4CCCCC4)NC=N3
169,169,D08MXP,T85799,D0D5HQ,5330797,C1=CC=C2C(=C1)C3=C4C(=C5C6=C(C=C(C=C6)Br)NC5=C3N2)C(=O)NC4=O
170,170,D08MXP,T85799,D0VD8B,3004085,COC1=C2C(=C(C=C1)OC)NC3=CC=CC=C3C2=S
171,171,D08MXP,T85799,D07HPE,481747,CC1=CC=C(C=C1)NC2=CC(=O)C3=C(C2=O)N=C(S3)C
172,172,D08MXP,T85799,D09OAH,73292,C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O.[Cl-]
173,173,D08MXP,T85799,D02DLC,6539361,COC1=CC=CC(=C1)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3
174,174,D08MXP,T85799,D0O0VP,0,zero
175,175,D08MXP,T85799,D0T2VG,5330598,C1=CC=NC(=C1)NC(=O)NC2=CC=CC3=C2C=CC=N3
176,176,D08MXP,T85799,D0M8CO,0,zero
177,177,D08MXP,T85799,D0G4JS,5330597,C1=CC=NC(=C1)NC(=O)NC2=CC3=C(C=C2)C=NN3
178,178,D08MXP,T85799,D0X1NW,5330596,C1=CC=C2C(=C1)C3=C(C2=O)C=CC=C3NC(=O)NC4=CC=CC=N4
179,179,D08MXP,T85799,D0EK0G,11572699,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
180,180,D08MXP,T85799,D0Y5RO,4566,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N
181,181,D08MXP,T85799,D0A5RM,9859248,zero
182,182,D08MXP,T85799,D06AOY,15422868,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CNC4=CC=CC=C43
183,183,D08MXP,T85799,D00NYT,10946795,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=C(C=C3)OC
184,184,D08MXP,T85799,D0C3WY,2752461,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
185,185,D08MXP,T85799,D03VDM,787236,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NCCC3=CNC4=CC=CC=C43
186,186,D08MXP,T85799,D0W6CE,10644450,CCC(C)C1C(C2C(CC(CC2(C(=O)C1(C)O)O)(C)O)C)(C)C(=O)C=COC
187,187,D08MXP,T85799,D0Y6HA,0,zero
188,188,D08MXP,T85799,D0Z0KD,5330258,C1CC2CC1CC2N3C(=O)C=CC4=CN=C(N=C43)NC5=CC=C(C=C5)N6CCC(CC6)CCCO
189,189,D08MXP,T85799,D07ZJC,0,zero
