,Nilotinib,Venetoclax,Navitoclax,RO-3306,Ribociclib,Wee1 Inhibitor,BI-2536,AZD7762,MK-1775,Palbociclib,Vorinostat,Entinostat,JQ1,GSK269962A,Cisplatin,Temozolomide,Oxaliplatin,Gemcitabine,Irinotecan,Camptothecin,Afatinib,Lapatinib,Sapitinib,Erlotinib,Dabrafenib,SCH772984,Trametinib,KU-55933,NU7441,Olaparib,Linsitinib,BMS-754807,Doramapimod,Tozasertib,ZM447439,Paclitaxel,Vinorelbine,Docetaxel,Alisertib,5-Fluorouracil,Sorafenib,Ruxolitinib,Alpelisib,Pictilisib,MK-2206,AZD6482,AZD8055,Dactolisib,Taselisib,Uprosertib,PF-4708671,OSI-027,Luminespib,Bortezomib,AZD4547,SB505124,PD173074,Axitinib,Dasatinib,Crizotinib,Galunisertib,SB216763,LGK974,Nutlin-3a (-)
Afatinib,0.08804339456924024,0.0983432501601005,0.08855458571144934,0.14408541292261184,0.021185736308762606,0.2416193202170407,0.03368425994580304,-0.03573653592842019,0.34547620664961853,0.0011016142780767603,-0.1076749312224993,-0.11062403154403272,-0.0604019110692834,0.03421459332360982,-0.19588462580610577,-0.16470961711354315,-0.055431179783755335,-0.11539666734762215,-0.21507778423999407,-0.12449931535368322,1.0,0.9928233995848804,0.99605055524843,0.9938442034323314,-0.02548179376051722,-0.11318160625824045,-0.015908301285710386,-0.06496419960961616,-0.07630310952703079,-0.01834588318088637,0.40443235063170013,0.22814873181792372,0.14962693749674277,0.11475016243012003,0.16932131188633903,0.1189594479654317,-0.14038965926358096,0.10002812912079342,0.10134824843526899,-0.2410557182529373,0.28064895942776347,0.12732324103177978,-0.07093291081098219,0.09499710143319823,0.02819596814810941,0.05856920732775264,-0.044681892142038715,-0.026218819700593938,0.085746742204852,-0.00461629159609913,-0.11859957122442544,0.21236005267445174,0.22517911177267824,-0.1664588055258794,0.1276182579664894,-0.07303955882949874,0.17881339163509763,0.13081646741006858,0.03485857674391911,0.12025430187924634,-0.07530406355305017,-0.21719332716525303,-0.1205184220359028,-0.2641836819974358
Lapatinib,0.06098535403649839,0.09609578217571664,0.08618006734771334,0.13829184569424163,0.02773405209187637,0.22856044252068014,0.030762229278793077,-0.03759777852348701,0.3252764456964409,0.005864521628542233,-0.10718726880481884,-0.09783462223019684,-0.040727960974456676,0.045415734237703474,-0.19008782665084809,-0.16439506801878329,-0.057170806407822364,-0.12688625550575794,-0.21255356085328597,-0.12470494262758447,0.9928233995848804,1.0,0.9957185586286597,0.9967123492911836,-0.02452330608971362,-0.11194678527426327,-0.02857285352854273,-0.07489147879092184,-0.08770766903565361,-0.012329416504052795,0.38913289757289815,0.2277835670356323,0.1432477972712802,0.09803191405079573,0.156912029156533,0.10121472334894147,-0.14198852381875612,0.0853543823592885,0.09184317065548478,-0.2373871353824328,0.26870966174828914,0.12000819318150824,-0.0782469350224838,0.08743014980602651,0.04237213798472677,0.051837512387269094,-0.04127013233062493,-0.044851693022129976,0.07572714598539751,0.00918070654849654,-0.12443945422560387,0.18840039460943686,0.22182082521913282,-0.1606820335003619,0.13341538767872424,-0.07290910629730471,0.17643829538527933,0.11976827441457047,0.006562695092774858,0.12888578711830892,-0.0748373956710807,-0.20622706840039062,-0.1095360549914687,-0.25373283521784307
Sapitinib,0.07776604170351568,0.10105875998716304,0.09123252123617115,0.12269354303877222,0.014798958485081549,0.22066695179191015,0.03031415962028333,-0.04632987124576619,0.32158796895054753,-0.006794876530774936,-0.11890205381672767,-0.11203066166770248,-0.056119442342466505,0.04988271797310582,-0.18917269744937093,-0.16004106809468535,-0.05183767378483554,-0.11892346873723214,-0.22511282169335825,-0.13593900916168034,0.99605055524843,0.9957185586286597,1.0,0.9967975209652381,-0.03160070975743583,-0.11753899426395992,-0.03457258660229538,-0.07448606752790077,-0.09044933790717313,-0.020172466792524116,0.38524670308274783,0.21756971956741872,0.14816056668206623,0.09214491434575815,0.15269449299476795,0.09826309300629527,-0.15189110081162982,0.0801133367914948,0.08397884790324094,-0.24679848810369406,0.26428871949304195,0.1290377966159221,-0.08062763980816705,0.08770334057856952,0.03886310099821272,0.051662702744592025,-0.045050930854521984,-0.039995110257731184,0.07607734453305415,0.013244152539598167,-0.13106111255656022,0.1888078920650187,0.21858231545254736,-0.15939796907676929,0.1331756534804302,-0.08137600450238405,0.1767612741171743,0.1103959232015263,0.011960839696677269,0.11508383226378109,-0.08332675496849781,-0.20461327073589014,-0.11577600935472848,-0.2594613225783072
Erlotinib,0.06623535945078726,0.09840075871298253,0.08853583219829261,0.12858591513513457,0.02119166773495248,0.2248263165748805,0.03296913548441148,-0.040595958392497036,0.32151032022113557,-0.0005193439107706536,-0.11665984509295549,-0.1134350937064795,-0.05570466929189595,0.04080218368005454,-0.1791273725539224,-0.15652420659037788,-0.05028876604989883,-0.1210548539262159,-0.21390112697148894,-0.13494535733322868,0.9938442034323314,0.9967123492911836,0.9967975209652381,0.9999999999999998,-0.03502250857708673,-0.11616290120286812,-0.033461391926266876,-0.07660538853708797,-0.08886130861600641,-0.013305755974492961,0.383270247380117,0.21734692129655037,0.1402636960446519,0.09634424246355125,0.1562424453923782,0.1024462721340307,-0.1390767413585208,0.08561021552883973,0.08967060615268485,-0.23598391128023888,0.26663776653151444,0.11839417645229558,-0.07954968533322333,0.08568728638043906,0.03497175689603288,0.050068049991159394,-0.05454309101254712,-0.04623103867374189,0.07474503539659536,0.003766492403295147,-0.13123065835191552,0.18694262739987666,0.21392501217374077,-0.15065261636898317,0.12085831317867327,-0.08705309033193726,0.16253586900678188,0.11104376302269092,0.005397987470272009,0.11343294545136287,-0.08903403090676205,-0.20899645662161143,-0.11988484512754363,-0.2580733977231271
Dabrafenib,-0.1366962601212272,-0.11738689922967882,-0.1255193746032625,0.5170239140247488,0.3598226180701508,0.19416848762501496,0.2348930073249923,0.5199378205761297,0.19380155226818396,0.4466794685581758,-0.21049574313724356,-0.1661086341509227,0.05359596538320849,0.42477766843111847,0.012741358015103864,-0.004321555021083286,-0.030915975725045286,0.034055950445960465,0.33635837741976204,0.49130279559813106,-0.02548179376051722,-0.02452330608971362,-0.03160070975743583,-0.03502250857708673,0.9999999999999998,0.23659579441252704,0.6526338194695076,0.5816766827725508,0.4990530392848287,0.07388233947990387,0.19901378744747852,0.1739333140756118,0.02163820171017334,0.31183096371059593,0.18814417389255986,0.23479651193959572,0.09266237939233318,0.3060648655841794,0.2614246275227563,0.27713227317050115,-0.004004305253697698,0.32239266598011396,0.5452415526032391,0.2709568440124304,0.4567410369082673,0.2425391512265074,0.49719313558962985,0.5754184882253042,0.2749660369531597,0.46105450187613917,0.526430565369683,0.36295648730343877,-0.020162609466132658,0.1599977367725249,-0.15996211910813513,-0.02857409785912897,-0.05786397662765011,0.31371104047495246,0.010048126166900054,0.07737128185945463,-0.029359947074955553,0.4476889973775112,0.21927417640690383,0.0035917110713908143
SCH772984,0.16637316160182092,-0.08302366215862556,-0.09240949172438828,0.3443767093943176,0.5383327469869186,0.17209614375729634,0.07597886451347396,0.4493669536808859,-0.0594798856853552,0.5922007474850377,-0.017310442532117484,-0.032117338240947264,-0.05539139354034007,0.24634079856127333,-0.06948777668158108,-0.18150037408203573,0.06866676938652932,-0.1496859869921036,-0.1908825636587485,-0.010061860487252518,-0.11318160625824045,-0.11194678527426327,-0.11753899426395992,-0.11616290120286812,0.23659579441252704,0.9999999999999998,0.10711711658308004,0.22496484758657115,0.16656990987428805,-0.05996306299504508,-0.1652938826897768,-0.11159996261688677,0.29096050498050696,0.32798361847361884,0.2308580449291619,-0.227819632294293,-0.1608954566208409,-0.2208175182043331,0.31914018564380336,-0.14848998992500417,0.05093863562361252,-0.022938945692091723,-0.03383371237560146,-0.05216001228148838,0.08890001255499036,-0.04346527952069861,0.11569059770672198,0.14327404214386852,-0.06489274156429505,0.12428369655466072,-0.149363292180899,-0.14187389411951423,-0.02035786748480426,-0.08814635737053322,-0.20859455532110438,-0.18218060967469474,-0.2328636745865878,0.08094522538822856,0.09537376041145207,-0.17289110340197428,-0.1786178112843116,0.01986339218347381,-0.12616590142403922,-0.08772029520330771
Trametinib,0.08374605318847995,-0.0648402634536106,-0.0637350977134825,0.4445685764541392,0.38017939460811656,0.36362291152310644,0.23130649634702166,0.6060952128035839,0.00023414008748343096,0.3813341329000811,-0.22651725491049512,-0.25534598946469517,0.19158352405835327,-0.035080407752864876,0.0774662798458172,0.1608898149538245,0.01077965670462313,0.16108674499963105,0.4582460127677711,0.5546375670994562,-0.015908301285710386,-0.02857285352854273,-0.03457258660229538,-0.033461391926266876,0.6526338194695076,0.10711711658308004,0.9999999999999999,0.7514527006577317,0.7414307987914028,0.19963580834265324,0.06742501532785003,-0.02999121140540663,-0.09278708756697172,0.26685169714520146,0.13360903321340298,0.39065128179945646,0.12233354090180791,0.4519728159664102,0.1519816240401729,0.3645931072374624,0.16813596045418144,-0.03806871188046497,0.6067597193534527,0.4053058010715592,0.043786107207495234,0.3910919402628855,0.39641669543800784,0.5537098474512403,0.4168648850151705,0.015898628280175235,0.4292664367100315,0.33899453520760636,0.04315951276268565,-0.029609160414882506,-0.1264481403500391,0.053846841786799604,0.0261203028146434,0.34384020862452735,0.13165731038975553,0.07464838461242773,0.05016992030321708,0.3088952065827314,0.19459645226166594,0.13433195994956626
KU-55933,-0.033222188086970944,0.06502672095305954,0.05621677585344105,0.24493611839892265,0.3396072648320749,0.1555707435823561,0.15875654505167447,0.610780080735025,-0.1877310698077318,0.3344289496644204,-0.17972056755997745,-0.15738347687116624,0.10228619077433068,0.0809703883936899,0.04791774048610581,0.043134667546260226,0.14553442394143246,-0.02080887898264984,0.18304926884958606,0.34801342906066757,-0.06496419960961616,-0.07489147879092184,-0.07448606752790077,-0.07660538853708797,0.5816766827725508,0.22496484758657115,0.7514527006577317,1.0,0.9555031612215352,-0.013596523569038677,-0.14551032658920232,-0.17037688424585412,-0.14455985020244363,0.08918787425147215,0.031618214711845595,0.0898537507007314,0.013139420374554872,0.11910851877649649,0.06955478732492634,0.12238080641788493,0.02931707994357048,-0.10536924075958465,0.49951207035302203,0.1959872210375139,0.1735269464993164,0.16099662498214945,0.6326045718338861,0.7477464528939752,0.19631038588995442,0.19331724757279137,0.17911080796964673,0.04231299153142738,0.10220599186161289,0.03827758359883146,-0.13051007160993466,-0.11557751089410923,-0.1080155428181595,0.06955122988541358,-0.07757967518574951,-0.06352732956584112,-0.1174938125720966,0.30506352415556737,0.04180748844704807,0.13830481782145607
NU7441,-0.009980771673405983,0.08040461705197394,0.07217019474504743,0.2525063439470408,0.34445773415193787,0.22147951800853247,0.1588068887945193,0.6094159271423257,-0.17620216749326778,0.32542246392128266,-0.1946909412184646,-0.19616619061772722,0.16492437527274834,0.006526453364913795,0.11593253458386354,0.05582700934099349,0.19328777468121092,-0.008396555712532519,0.25665445646106694,0.38948374704004374,-0.07630310952703079,-0.08770766903565361,-0.09044933790717313,-0.08886130861600641,0.4990530392848287,0.16656990987428805,0.7414307987914028,0.9555031612215352,0.9999999999999998,-0.03034276050857284,-0.11664400040893604,-0.1447968779056305,-0.15546597803856232,0.11041323195519076,0.03002862766573149,0.1511775293243815,0.0406154849709901,0.18005707027796003,0.07500051505495504,0.18638167371867198,0.05685589179499285,-0.15194604436683645,0.41743650559426,0.1483420079904696,0.10666117697815336,0.1131423611404074,0.5142366933758562,0.6221274504291237,0.14639346710793583,0.11053510010667464,0.22110156145831003,0.0664105702062671,0.12563669800611035,0.007785075924244385,-0.12311764922527822,-0.06764809232845789,-0.09983891759949046,0.1014390851007003,-0.04521525605088272,-0.019149971602355532,-0.06972135627350613,0.29490882303082533,0.025940601099600002,0.2069898376100024
Olaparib,-0.0952463810697026,-0.06566042022359019,-0.05557250507223216,0.1050779445515031,-0.11234517894960352,0.08945831147060243,-0.1142869179302757,-0.06837895047435691,-0.008976863895814535,-0.11241352274056636,0.12503933014088292,0.1421110680046419,-0.060366739061634714,-0.09307601750906189,0.10449658877111792,0.6111328987230615,-0.021638155677146515,0.360055814134518,0.015347636366876048,0.012192760026153236,-0.01834588318088637,-0.012329416504052795,-0.020172466792524116,-0.013305755974492961,0.07388233947990387,-0.05996306299504508,0.19963580834265324,-0.013596523569038677,-0.03034276050857284,0.9999999999999999,0.03715918547376987,0.025388580487715015,0.21144202641455578,-0.10528017650143717,-0.03794708756287712,-0.007135052568585334,-0.013672072721466415,-0.009597660980886387,0.005300556489995667,0.13583383489669337,0.11959655556831494,-0.0361269027100173,0.12575729813728298,0.30579539205940515,-0.07028537242319965,0.264833497216978,-0.029340608650333888,0.032754971126377895,0.24883810240977033,-0.14120300756495452,-0.053420449612275545,0.004060227560751681,0.021243423650569013,-0.11546709375469758,-0.01586767197212454,0.08923027898495284,0.08599546260117953,-0.016700102113857376,-0.08142718610428694,0.10784213540464516,0.08994968243360904,-0.12359902768218758,0.4405037292300934,0.03577558907329702
Linsitinib,-0.05459768930461713,-0.18395900121047692,-0.191892938292279,0.2991621938322061,-0.07432060204741922,0.30309486928976576,0.20003781362608658,-0.030746648193900272,0.9170471890743274,0.009903506860045878,-0.20712685939658165,-0.019843651550614568,0.07587388203442127,-0.03763072321168,-0.03506833407043897,-0.031512053725118824,-0.023714588449926775,0.026046233331972063,0.035704717304714,0.10698324771761027,0.40443235063170013,0.38913289757289815,0.38524670308274783,0.383270247380117,0.19901378744747852,-0.1652938826897768,0.06742501532785003,-0.14551032658920232,-0.11664400040893604,0.03715918547376987,1.0,0.9146878197531355,0.11185827623141614,0.2783415772905694,0.17924416963309894,0.38979056910755994,-0.08101162390344643,0.38245200072845253,0.18156841762855025,0.053725784270693064,0.16744622084426006,0.451432250331484,-0.03962524915913726,0.037721630199359146,-0.0008897859640155728,0.02778873463490686,-0.14164930912959922,-0.10603255008687468,0.06671544098578949,-0.07678301165454869,0.29680457547751027,0.6969768883725902,0.053752127015971415,-0.18038414147574164,0.4199413611371672,0.30308152433864216,0.5084712180261695,0.5149147473729005,0.13946457432653234,0.5957637992661385,0.2994102575101745,-0.01826421962138322,0.034954812040600025,-0.1210579823407967
BMS-754807,-0.1252115813780533,-0.14873338292806682,-0.15788490558075272,0.27803759730826955,-0.0009882578594490737,0.1341349302515809,0.24717671444880535,-0.02382519731433412,0.8803228160494089,0.07712748240396339,-0.17194130358472506,0.04168797500270595,0.07806035917972778,-0.05652861485226791,-0.03194592165128999,-0.02665946541238378,-0.017715664441512426,0.022576316131282435,-0.031639704116334794,0.027271000196751258,0.22814873181792372,0.2277835670356323,0.21756971956741872,0.21734692129655037,0.1739333140756118,-0.11159996261688677,-0.02999121140540663,-0.17037688424585412,-0.1447968779056305,0.025388580487715015,0.9146878197531355,0.9999999999999999,0.08243616778388302,0.1965792602660411,0.09073702166792473,0.2528102100079238,-0.08948763130640013,0.24163703076476972,0.1308308687629647,0.010193858620389643,0.03706130463145818,0.4878427274382187,-0.07060630049003358,-0.01586955385506969,0.04060134048270621,-0.016990430570381992,-0.16769532738320192,-0.14491794495175014,0.004036949688228375,-0.04374708265002473,0.2377396468125929,0.5415113931627251,-0.013727594854072597,-0.16303311529072442,0.5130811203050033,0.26075620934037247,0.5403793240663384,0.5149600193054935,0.10726655042630688,0.7276211217437805,0.25905087294424056,-0.0864481734207615,-0.039064080013277866,-0.0854258559632637
Doramapimod,0.3305258869350387,0.005175218991385032,-0.0020641765486800814,0.12873630694828156,0.027381235836329613,0.2298192662766253,0.018050241142515334,-0.06626325949137964,0.08096440406414217,0.055049443575261495,-0.002504562068794753,0.07048163402415354,0.022579826636207653,0.08667271519012093,-0.14118730197360646,0.034040342837945374,-0.06458935933566468,-0.05742082667961484,-0.14439745480701108,-0.07637757842206797,0.14962693749674277,0.1432477972712802,0.14816056668206623,0.1402636960446519,0.02163820171017334,0.29096050498050696,-0.09278708756697172,-0.14455985020244363,-0.15546597803856232,0.21144202641455578,0.11185827623141614,0.08243616778388302,1.0,-0.013134055930300242,-0.013745072119328024,-0.045555909971447345,-0.11263723742884281,-0.05971946760175575,0.05101407235108618,-0.11312004679469434,0.35646497388025694,0.09252849079492598,-0.07865167634964759,0.0010744297268974329,-0.02220432650466876,-0.007314839357377562,-0.14135419149036157,-0.11829278785382635,-0.006415947989215166,0.01453448626983364,-0.11058766904744623,-0.061567417217947396,0.07674252899064565,-0.16362635862527228,-0.08735541401456379,0.18457038759296507,-0.009758436625483091,-0.0330654073883721,0.04726096328480737,0.13325975924072156,0.18574958796782376,-0.12048286220287467,0.13218808633076473,0.09515672629885577
Tozasertib,0.234120666857287,-0.1301670708944501,-0.12957025631734503,0.44057723359830747,0.2840358078837755,0.4217360673310163,0.022194057133538968,0.5821989757345194,0.409254352611648,0.4245882291893465,-0.0595017339305103,-0.04858753171624524,-0.03188420799469506,0.24613808330015982,-0.20252242613105512,-0.20675536969536706,-0.18999725483118476,-0.03784310753654159,0.03654124352024418,0.2265328193328748,0.11475016243012003,0.09803191405079573,0.09214491434575815,0.09634424246355125,0.31183096371059593,0.32798361847361884,0.26685169714520146,0.08918787425147215,0.11041323195519076,-0.10528017650143717,0.2783415772905694,0.1965792602660411,-0.013134055930300242,1.0,0.8530907043714031,0.22472039721828777,-0.08836257927168453,0.24168396323384334,0.7976996730787087,-0.04810756564207294,0.33332458688946726,0.021105355525167627,-0.11050318249182092,-0.060237193511988876,0.12161648087249519,-0.08819818645189775,-0.09736529574701273,-0.057370272576171985,-0.09652605350713007,0.04880765489690392,0.34391345681517355,0.5133484423583884,-0.027162711276756832,-0.1891317026444037,0.007865368360146743,-0.04368031935090619,0.10204767272252313,0.6181871933924117,0.5917637252094325,-0.017800287613330815,-0.04492527519283631,0.03507994057690724,-0.09884811341073449,-0.14977523431537074
ZM447439,0.04953416643517351,-0.08691276779606964,-0.08795962999987622,0.32934424000454915,0.1235347245414415,0.23186499098742253,0.05645534172755447,0.45985080339170437,0.2926219318579873,0.2550606673109768,-0.028763779747863306,-0.002964325756614171,-0.07023026807299362,0.15139976013652523,-0.25444017410996367,-0.21161970239796352,-0.22540612577400831,-0.11668862617873946,-0.12097390734771178,0.03597557956793558,0.16932131188633903,0.156912029156533,0.15269449299476795,0.1562424453923782,0.18814417389255986,0.2308580449291619,0.13360903321340298,0.031618214711845595,0.03002862766573149,-0.03794708756287712,0.17924416963309894,0.09073702166792473,-0.013745072119328024,0.8530907043714031,0.9999999999999999,-0.0036926310065077544,-0.06796371670732411,0.0035881651549731497,0.9490365174790791,-0.20507707565437247,0.25353673594781523,-0.08868491445769239,-0.0996382331006648,-0.028143357698259874,0.10310894213890372,-0.04621204260227052,-0.10036053426891617,-0.10531209952204751,-0.05451161406420177,0.02648608108680317,0.11934247471210757,0.3243667044555688,-0.013170966369545928,-0.1781658062700277,-0.1168828866196152,-0.16846169075913286,-0.01509248664349487,0.3377672062400488,0.3041903662703509,-0.07961535681754092,-0.1679373841160064,-0.0808352094342463,-0.1465250827014518,-0.15596117940374654
Paclitaxel,0.0666603193686141,-0.08424325069665228,-0.07822326665847874,0.2398407231923375,0.0626922294535624,0.597412340507115,-0.10309748301287772,0.16806413242201373,0.29025092454486623,0.04840572272845042,-0.13556462565083946,-0.19193767944837115,0.04812796012150493,-0.08441920542374837,0.16555369725784896,0.008845786398658014,0.0960553663986308,0.08412558662146381,0.5818840228928035,0.5987551272078854,0.1189594479654317,0.10121472334894147,0.09826309300629527,0.1024462721340307,0.23479651193959572,-0.227819632294293,0.39065128179945646,0.0898537507007314,0.1511775293243815,-0.007135052568585334,0.38979056910755994,0.2528102100079238,-0.045555909971447345,0.22472039721828777,-0.0036926310065077544,1.0,0.026597090000107224,0.9831581584319995,-0.040399765376045726,0.5530575201714477,0.2893716792824876,0.0014227270533812009,0.22940458443600756,0.031074644022400774,-0.11867721075263649,0.01055483588358637,-0.0034935807149860942,0.05880523286828629,0.014218631378403651,-0.11743346550819196,0.6582824844739463,0.6360705546809866,0.10676370331160401,0.09604852471797197,0.06299092043132486,0.4984223103214379,0.12619374476337802,0.4679120785948312,0.15299865951606628,0.18681611197148174,0.4913715563123438,0.27610664954103004,0.15263820974490322,-0.11460362922807114
Vinorelbine,-0.17696250896457583,0.08556933101036922,0.08716430304734923,0.1496105732909913,-0.10286573268347654,0.012989296722419254,-0.05776807073308887,-0.07143042685774112,-0.12234388123989441,-0.07776301443514289,-0.09674593760339556,-0.15606342065949597,0.078472219968684,-0.12505311631501684,-0.05223331732577428,-0.08012700978093729,-0.12524725065214154,-0.002403456827964827,0.43614535726750875,0.1599139974448903,-0.14038965926358096,-0.14198852381875612,-0.15189110081162982,-0.1390767413585208,0.09266237939233318,-0.1608954566208409,0.12233354090180791,0.013139420374554872,0.0406154849709901,-0.013672072721466415,-0.08101162390344643,-0.08948763130640013,-0.11263723742884281,-0.08836257927168453,-0.06796371670732411,0.026597090000107224,0.9999999999999999,0.049630887001354415,0.00119549146981391,0.12859165374566597,-0.20142558279761308,-0.008410308997598412,0.048272851471498804,-0.012711938531879786,-0.007293659987452128,0.003433175662481797,0.06994670204300639,0.04065151757930015,0.034858589924813034,-0.03878999404840965,0.1201754449565371,-0.0915500977711595,-0.036129812566920425,-0.001197441084799529,-0.09778285821168986,0.0097148166962856,-0.039705153079349034,-0.0801041455425341,-0.11339584247462015,-0.10681605461541253,0.010903723160553103,0.02596046819433158,0.007586373601427665,0.3485429704091465
Docetaxel,0.052434876574219164,-0.10470012922452467,-0.09951106415704146,0.28194929577303973,0.08964269396117787,0.6107751591215508,-0.08305769630338514,0.18969186895042364,0.2923902508774862,0.08723982295105992,-0.1258164351212929,-0.19502754906850422,0.08472190095971031,-0.07506649153108053,0.19929910693426492,0.02685971212364391,0.06722198207669838,0.12493832884480885,0.6704292105362694,0.6690902205639557,0.10002812912079342,0.0853543823592885,0.0801133367914948,0.08561021552883973,0.3060648655841794,-0.2208175182043331,0.4519728159664102,0.11910851877649649,0.18005707027796003,-0.009597660980886387,0.38245200072845253,0.24163703076476972,-0.05971946760175575,0.24168396323384334,0.0035881651549731497,0.9831581584319995,0.049630887001354415,1.0,-0.027242689784650886,0.6333602846411123,0.2925177805503122,0.03943989159603152,0.26108293910095076,0.05045490134375038,-0.11102266955074933,0.03450567818973121,-0.009839396557789967,0.07352354743006045,0.038063413847923944,-0.11109375470455657,0.721550196631629,0.6721656727529762,0.09751042767197393,0.12665933926672734,0.016282809285290353,0.4552956447819437,0.09868051687577534,0.4597145318661696,0.15466539817973432,0.1447111967602884,0.44896942657484407,0.34356214387167305,0.1984127788415717,-0.08495839517811091
Alisertib,-0.03424366751811184,-0.09246515251961951,-0.09771814782585575,0.4350016513591869,0.1988688506562788,0.23936556208681561,0.12061603188177114,0.5136977277364974,0.28296129039649,0.34341511573610906,-0.03378054661345088,0.006086636241845071,-0.011408205238531283,0.15903395843003076,-0.22829241836571101,-0.1871727133425986,-0.19593265562672108,-0.12325158381423236,-0.08031250054055779,0.08870429610118243,0.10134824843526899,0.09184317065548478,0.08397884790324094,0.08967060615268485,0.2614246275227563,0.31914018564380336,0.1519816240401729,0.06955478732492634,0.07500051505495504,0.005300556489995667,0.18156841762855025,0.1308308687629647,0.05101407235108618,0.7976996730787087,0.9490365174790791,-0.040399765376045726,0.00119549146981391,-0.027242689784650886,1.0,-0.17123250081514907,0.21670709648711864,-0.022526605489222286,-0.0879837326166226,-0.029182457258887178,0.1065444120105881,-0.04467110756476702,-0.08815663316647648,-0.09055329041337365,-0.05188815958640705,0.03346836992533269,0.12120519150264979,0.26182972368951474,0.005011090183665461,-0.1863688439850723,-0.14995253381378013,-0.15787145922565834,-0.06904774358700855,0.3325261521165824,0.19706578424833293,-0.05511682304250108,-0.15636286378534356,-0.052295849747370574,-0.11614477424284625,-0.0926038071400829
5-Fluorouracil,-0.17409800696342828,-0.08039938589935436,-0.08221846038327324,0.13702295046079707,0.02768683324528559,0.394973136236111,-0.1674424066734972,0.05256516164999814,0.007074713750281417,0.03179188518698567,0.07180192694236194,-0.06653130422419064,0.17360028588241605,-0.07327270321291113,0.7056645571010359,0.45476328999697924,0.397393798125128,0.5150224842556499,0.8610839347308938,0.6954893272366895,-0.2410557182529373,-0.2373871353824328,-0.24679848810369406,-0.23598391128023888,0.27713227317050115,-0.14848998992500417,0.3645931072374624,0.12238080641788493,0.18638167371867198,0.13583383489669337,0.053725784270693064,0.010193858620389643,-0.11312004679469434,-0.04810756564207294,-0.20507707565437247,0.5530575201714477,0.12859165374566597,0.6333602846411123,-0.17123250081514907,0.9999999999999999,0.0025365967344195828,0.015497262923258044,0.14118810522307165,-0.08132696875454168,-0.11423241296587025,-0.07126053834834052,-0.07694510404584756,-0.0022314199653109407,-0.09168398550697784,-0.08125013668940129,0.6145602901584322,0.32410591874397426,0.11238239398462041,0.483524779236949,-0.19358522456184718,0.2660233680045764,-0.12764426148444352,0.08034857367741413,-0.09035920861450353,-0.06343077450877993,0.26371470673104064,0.5235314025064522,0.276038067296547,0.12342537054077371
Sorafenib,0.49549924426612474,-0.06715551994631022,-0.07081325993683205,0.02451144714807623,0.063478351913986,0.4990818885291172,-0.18685928832884496,0.21020074376213357,0.10672147349330302,0.05833847607916904,0.023889220561866965,0.09116607335768451,0.021736813453683525,0.010798768556343138,-0.13395369073101512,-0.022860973496552514,-0.20079964281194995,-0.049699484926653506,0.027029279287132293,0.12824264144447686,0.28064895942776347,0.26870966174828914,0.26428871949304195,0.26663776653151444,-0.004004305253697698,0.05093863562361252,0.16813596045418144,0.02931707994357048,0.05685589179499285,0.11959655556831494,0.16744622084426006,0.03706130463145818,0.35646497388025694,0.33332458688946726,0.25353673594781523,0.2893716792824876,-0.20142558279761308,0.2925177805503122,0.21670709648711864,0.0025365967344195828,1.0,-0.2584557672008433,-0.08669785515297862,0.023551896773558983,-0.07116373525905449,-0.016327159797192056,-0.09748006530957576,0.007944459736332829,-0.03612864219600691,-0.07094334598149847,0.1622273850635215,0.17085949370998516,0.08099792529410307,-0.1748761426334234,0.056006603977545394,0.25593725053442384,0.12889271242496997,0.3517742847751749,0.3723527312934687,0.07426481027097416,0.2556137655991135,-0.08497321329888893,0.12331642277695191,-0.0799820239067271
Ruxolitinib,-0.20835151423064288,-0.05231861257762758,-0.06170640065422488,0.32897907945395133,0.07025107779788381,-0.06584316275460993,0.26494974391453385,-0.11770122632370908,0.5189060066556574,0.14197264083346137,-0.15334833390511451,-0.125249630783115,0.0019156672268478697,0.07943651543331309,-0.08053123612773437,-0.012340829065437299,-0.10121075233547469,0.039175025417335946,-0.01649985435702869,0.04901757838872688,0.12732324103177978,0.12000819318150824,0.1290377966159221,0.11839417645229558,0.32239266598011396,-0.022938945692091723,-0.03806871188046497,-0.10536924075958465,-0.15194604436683645,-0.0361269027100173,0.451432250331484,0.4878427274382187,0.09252849079492598,0.021105355525167627,-0.08868491445769239,0.0014227270533812009,-0.008410308997598412,0.03943989159603152,-0.022526605489222286,0.015497262923258044,-0.2584557672008433,1.0,0.11211459795096383,0.1595560154985594,0.13297953470929982,0.14998917930707806,-0.11197971070686477,-0.0010967745767267133,0.19477819142507774,0.07905731624934009,0.15645717813922752,0.3828568875657576,-0.10393610000242136,0.010056093986892709,0.10289319862333632,-0.03209102724502795,0.19031971282338042,0.14422629196388786,0.0084536219947089,0.21718432810576982,-0.032936792511497955,0.11335404740706921,0.06961230696583746,-0.08941154919511544
