fpr,tpr
0.0,0.0
0.0,0.0033333333333333335
0.0,0.01
0.0,0.016666666666666666
0.0,0.02
0.0011135857461024498,0.02
0.0011135857461024498,0.04666666666666667
0.0022271714922048997,0.04666666666666667
0.0022271714922048997,0.056666666666666664
0.0033407572383073497,0.056666666666666664
0.0033407572383073497,0.06666666666666667
0.004454342984409799,0.06666666666666667
0.004454342984409799,0.12333333333333334
0.005567928730512249,0.12333333333333334
0.005567928730512249,0.14666666666666667
0.0066815144766146995,0.14666666666666667
0.0066815144766146995,0.24333333333333335
0.0077951002227171495,0.24333333333333335
0.0077951002227171495,0.25
0.008908685968819599,0.25
0.008908685968819599,0.2633333333333333
0.01002227171492205,0.2633333333333333
0.01002227171492205,0.28
0.01002227171492205,0.2866666666666667
0.01002227171492205,0.35
0.014476614699331848,0.35
0.014476614699331848,0.3566666666666667
0.015590200445434299,0.3566666666666667
0.015590200445434299,0.36333333333333334
0.01670378619153675,0.36333333333333334
0.01670378619153675,0.37
0.01893095768374165,0.37
0.01893095768374165,0.39666666666666667
0.0200445434298441,0.39666666666666667
0.0200445434298441,0.4033333333333333
0.0200445434298441,0.41
0.021158129175946547,0.41
0.021158129175946547,0.41333333333333333
0.022271714922048998,0.41333333333333333
0.022271714922048998,0.43333333333333335
0.025612472160356347,0.43333333333333335
0.025612472160356347,0.44666666666666666
0.026726057906458798,0.44666666666666666
0.026726057906458798,0.4533333333333333
0.02783964365256125,0.4533333333333333
0.02783964365256125,0.45666666666666667
0.028953229398663696,0.45666666666666667
0.028953229398663696,0.47333333333333333
0.030066815144766147,0.47333333333333333
0.030066815144766147,0.48
0.031180400890868598,0.48
0.031180400890868598,0.49666666666666665
0.03229398663697105,0.49666666666666665
0.03229398663697105,0.5
0.0334075723830735,0.5
0.0334075723830735,0.5233333333333333
0.034521158129175944,0.5233333333333333
0.034521158129175944,0.53
0.0378619153674833,0.53
0.03897550111358575,0.5333333333333333
0.03897550111358575,0.5366666666666666
0.0400890868596882,0.54
0.042316258351893093,0.54
0.042316258351893093,0.5433333333333333
0.045657015590200446,0.5433333333333333
0.045657015590200446,0.5466666666666666
0.0467706013363029,0.55
0.0467706013363029,0.5866666666666667
0.05011135857461024,0.5866666666666667
0.05011135857461024,0.5933333333333334
0.052338530066815145,0.5933333333333334
0.052338530066815145,0.6
0.0556792873051225,0.6
0.0556792873051225,0.6133333333333333
0.05679287305122494,0.6133333333333333
0.05679287305122494,0.6166666666666667
0.05790645879732739,0.6166666666666667
0.05790645879732739,0.62
0.05902004454342984,0.62
0.05902004454342984,0.6333333333333333
0.060133630289532294,0.6333333333333333
0.060133630289532294,0.64
0.0645879732739421,0.64
0.0645879732739421,0.6433333333333333
0.066815144766147,0.6433333333333333
0.066815144766147,0.6466666666666666
0.06792873051224944,0.6466666666666666
0.06792873051224944,0.65
0.06904231625835189,0.65
0.06904231625835189,0.6533333333333333
0.07015590200445435,0.6533333333333333
0.07015590200445435,0.6566666666666666
0.07238307349665925,0.6566666666666666
0.07238307349665925,0.6633333333333333
0.07349665924276169,0.6633333333333333
0.07349665924276169,0.67
0.08351893095768374,0.67
0.08351893095768374,0.6866666666666666
0.08574610244988864,0.6866666666666666
0.08574610244988864,0.69
0.08685968819599109,0.69
0.08685968819599109,0.6966666666666667
0.09131403118040089,0.6966666666666667
0.09131403118040089,0.7
0.09242761692650334,0.7
0.09242761692650334,0.7033333333333334
0.0935412026726058,0.7033333333333334
0.0935412026726058,0.7066666666666667
0.09799554565701558,0.7066666666666667
0.09799554565701558,0.7233333333333334
0.09910913140311804,0.7233333333333334
0.09910913140311804,0.7266666666666667
0.10356347438752785,0.7266666666666667
0.10356347438752785,0.73
0.10801781737193764,0.73
0.10801781737193764,0.7366666666666667
0.11692650334075724,0.7366666666666667
0.11692650334075724,0.7466666666666667
0.12026726057906459,0.7466666666666667
0.12026726057906459,0.75
0.12138084632516703,0.75
0.12138084632516703,0.7533333333333333
0.12472160356347439,0.7533333333333333
0.12472160356347439,0.7566666666666667
0.12583518930957685,0.7566666666666667
0.12583518930957685,0.7666666666666667
0.12694877505567928,0.7666666666666667
0.12694877505567928,0.7733333333333333
0.12806236080178174,0.7733333333333333
0.12806236080178174,0.78
0.13140311804008908,0.78
0.13140311804008908,0.7833333333333333
0.13919821826280623,0.7833333333333333
0.13919821826280623,0.7866666666666666
0.1492204899777283,0.7866666666666666
0.1492204899777283,0.79
0.1514476614699332,0.79
0.1514476614699332,0.8033333333333333
0.15256124721603564,0.8033333333333333
0.15256124721603564,0.8066666666666666
0.15367483296213807,0.8066666666666666
0.15367483296213807,0.81
0.15812917594654788,0.81
0.15812917594654788,0.8133333333333334
0.16369710467706014,0.8133333333333334
0.16369710467706014,0.8166666666666667
0.16926503340757237,0.8166666666666667
0.16926503340757237,0.82
0.17817371937639198,0.82
0.17817371937639198,0.8233333333333334
0.18040089086859687,0.8233333333333334
0.18040089086859687,0.8266666666666667
0.18151447661469933,0.8266666666666667
0.18151447661469933,0.83
0.18485523385300667,0.83
0.18485523385300667,0.8366666666666667
0.19599109131403117,0.8366666666666667
0.19599109131403117,0.8466666666666667
0.19933184855233854,0.8466666666666667
0.19933184855233854,0.85
0.2026726057906459,0.85
0.2026726057906459,0.8533333333333334
0.20489977728285078,0.8533333333333334
0.20489977728285078,0.8566666666666667
0.2071269487750557,0.8566666666666667
0.2071269487750557,0.86
0.24832962138084633,0.86
0.24832962138084633,0.8633333333333333
0.2505567928730512,0.8633333333333333
0.2505567928730512,0.8666666666666667
0.25389755011135856,0.8666666666666667
0.25389755011135856,0.87
0.25501113585746105,0.87
0.25501113585746105,0.8733333333333333
0.2572383073496659,0.8733333333333333
0.2572383073496659,0.8766666666666667
0.26057906458797325,0.8766666666666667
0.26057906458797325,0.88
0.26837416481069043,0.88
0.26837416481069043,0.8833333333333333
0.2806236080178174,0.8833333333333333
0.2806236080178174,0.8866666666666667
0.2873051224944321,0.8866666666666667
0.2873051224944321,0.89
0.2951002227171492,0.89
0.2951002227171492,0.8933333333333333
0.29955456570155903,0.8933333333333333
0.29955456570155903,0.8966666666666666
0.30178173719376394,0.8966666666666666
0.30178173719376394,0.9033333333333333
0.3040089086859688,0.9033333333333333
0.3040089086859688,0.91
0.3051224944320713,0.91
0.3051224944320713,0.9133333333333333
0.3106904231625835,0.9133333333333333
0.3106904231625835,0.9166666666666666
0.31625835189309576,0.9166666666666666
0.31625835189309576,0.92
0.32405345211581293,0.92
0.32405345211581293,0.9233333333333333
0.33853006681514475,0.9233333333333333
0.34075723830734966,0.9233333333333333
0.35634743875278396,0.9233333333333333
0.35634743875278396,0.9266666666666666
0.3741648106904232,0.9266666666666666
0.3741648106904232,0.93
0.37973273942093544,0.93
0.3819599109131403,0.93
0.39532293986636974,0.93
0.39532293986636974,0.9333333333333333
0.4086859688195991,0.9333333333333333
0.4086859688195991,0.9366666666666666
0.40979955456570155,0.9366666666666666
0.40979955456570155,0.94
0.4265033407572383,0.94
0.4265033407572383,0.9433333333333334
0.4532293986636971,0.9433333333333334
0.4532293986636971,0.9466666666666667
0.4576837416481069,0.9466666666666667
0.4576837416481069,0.95
0.4665924276169265,0.95
0.4665924276169265,0.9533333333333334
0.46770601336302897,0.9533333333333334
0.46770601336302897,0.9566666666666667
0.5133630289532294,0.9566666666666667
0.5133630289532294,0.96
0.544543429844098,0.96
0.544543429844098,0.9633333333333334
0.5545657015590201,0.9633333333333334
0.5545657015590201,0.9666666666666667
0.5712694877505567,0.9666666666666667
0.5734966592427617,0.9666666666666667
0.5801781737193764,0.9666666666666667
0.5801781737193764,0.97
0.5879732739420935,0.97
0.5879732739420935,0.9733333333333334
0.6403118040089086,0.9733333333333334
0.6403118040089086,0.9766666666666667
0.6648106904231625,0.9766666666666667
0.6670378619153675,0.9766666666666667
0.7104677060133631,0.9766666666666667
0.7104677060133631,0.98
0.7260579064587973,0.98
0.7260579064587973,0.9833333333333333
0.7706013363028953,0.9833333333333333
0.7706013363028953,0.9866666666666667
0.7884187082405345,0.9866666666666667
0.7906458797327395,0.9866666666666667
0.8140311804008908,0.9866666666666667
0.8140311804008908,0.99
0.8296213808463252,0.99
0.8296213808463252,0.9933333333333333
0.8619153674832962,0.9933333333333333
0.8619153674832962,0.9966666666666667
0.8641425389755011,0.9966666666666667
0.8641425389755011,1.0
0.9365256124721604,1.0
0.9387527839643652,1.0
1.0,1.0
